id;room_id;name;log_price;log_sqm;num_rooms;num_bathrooms;price_per_sqm;sqm_per_room;rooms_per_sqm;baths_per_room;discount_pct;price_relative_to_type;price_relative_to_province;has_stars;pool_flag;beach_flag;breakfast;cancellation;property_type_Agroturismo;property_type_Albergue;property_type_Apartahotel;property_type_Apartamento;property_type_Barco;property_type_Bed and breakfast;property_type_Camping;property_type_Camping resort;property_type_Casa o chalet;property_type_Casa rural;property_type_Chalet de montaña;property_type_Habitación en casa particular;property_type_Hostal o pensión;property_type_Hotel;property_type_Lodge;property_type_Love hotel;property_type_Posada u hostería;property_type_Resort;property_type_Villa;region_ ;region_Andalucía;region_Aragón;region_Canary Islands;region_Cantabria;region_Castilla y León;region_Castilla-La Mancha;region_Cataluña;region_Ceuta;region_Comunidad Foral de Navarra;region_Comunidad Valenciana;region_Comunidad de Madrid;region_Extremadura;region_Galicia;region_Islas Baleares;region_La Rioja;region_Melilla;region_País Vasco;region_Principado de Asturias;region_Región de Murcia
10000734;1000073405;Hostal Carlos III;-0.9518103211175604;-0.6384709747989278;-0.5;-1.0;-0.3079625932602565;-0.4594594594594595;-0.7000000000000001;-0.6666666666666666;0.0;-0.3176706801208625;-0.26153596836487597;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10001060;1000106001;Apartamento Ría Villaviciosa;1.1829110621214591;0.46881404648891284;0.5;1.0;1.391457170837034;-0.2702702702702703;0.3;0.33333333333333337;0.0;2.2534994556961596;1.2255125039933517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1000112;100011202;La Vista de Medina By La Vista Medina Stays;-0.21646466256188904;-0.954661058609042;0.0;0.0;0.7859879383075963;-0.8108108108108109;0.7000000000000001;0.33333333333333337;0.0;-0.18749586415948552;-0.5151992437155865;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10001487;1000148703;Luxury Villa Alma Pool, Garden & Parking;2.6317424214459506;3.2374896048928625;1.5;3.0;0.2966242458157413;4.594594594594595;-0.42000000000000004;0.33333333333333337;0.0;2.0070336932516364;10.304298476246174;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10001758;1000175802;León;0.5755494788511724;0.46881404648891284;0.0;0.0;0.33798743560767297;1.6216216216216217;-0.20000000000000004;0.33333333333333337;0.0;0.8018064846632076;0.13142355860148597;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10001863;1000186301;Edificio Galerias;-0.44391406662726185;0.0;0.0;0.0;-0.2957708024676516;0.5405405405405406;0.0;0.33333333333333337;0.0;-0.35967965462932416;-0.5136364148247229;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
10002125;1000212502;Meson de los Caballeros;1.9345865122970614;3.088510019148293;2.0;5.0;-0.2641805818543063;2.7027027027027026;-0.3111111111111111;0.5333333333333333;0.1044776119402985;4.068359130782048;14.850615842861355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10002818;1000281804;Castilla Termal Brihuega;0.7699403667840297;-0.36207391296114666;-0.5;-1.0;1.9540119316207942;-0.08108108108108109;-0.7000000000000001;-0.6666666666666666;0.0;1.0664544043485575;1.7495800870002947;1.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10002915;1000291506;Cosy Loft's Valencia;-0.0367774516122221;0.29942088688188206;0.0;0.0;-0.16147084643562357;1.1891891891891893;-0.13548387096774198;0.33333333333333337;0.07072859397143519;-0.022867163483775287;-0.31735363073335865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10003833;1000383301;Apartamento Playa Rapadoira;0.6815564276720756;0.25370787089513525;0.5;0.0;0.7328197833605075;-0.5405405405405406;0.4666666666666667;-0.16666666666666663;0.0;0.9993226718548492;1.5981294864230458;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
10003913;1000391308;Checkin Madrid Móstoles;-0.505054213637941;-0.8496514995683336;-0.5;-1.0;0.2518074155829429;-0.7027027027027027;-0.7000000000000001;-0.6666666666666666;0.0;-0.4341113376020391;-0.31219529387890665;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10004719;1000471901;Precioso Apartamento Costa Azahar 2 Marina D or;0.5839005521656657;0.46881404648891284;0.5;0.0;0.3487675778289972;-0.2702702702702703;0.3;-0.16666666666666663;0.0;0.8166616401233925;0.42828211079323314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10004975;1000497505;LPA Urban stay;-1.1883144294660446;-0.1462100612406208;-0.5;-1.0;-0.6246324839772665;0.2702702702702703;-0.7000000000000001;-0.6666666666666666;0.0;-0.4701526065788766;-0.8410516233345992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10005678;1000567801;One&Lux Lumbreras, bright duplex with private terrace;-0.2894225162107377;0.25370787089513525;0.0;0.0;-0.32217675312766775;1.0810810810810811;-0.1166666666666667;0.33333333333333337;0.0;-0.2467889739361888;0.4744984281448505;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10006089;1000608901;Alojamiento Esencia I;-0.6533722197074247;0.25370787089513525;0.5;0.0;-0.5270225886852336;-0.5405405405405406;0.4666666666666667;-0.16666666666666663;0.0;-0.488743115444349;-0.17999456312526077;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10006949;1000694901;Apartamento El Llano;1.1583769755774485;0.36533884666971594;0.5;0.0;1.5180683812081064;-0.40540540540540543;0.37692307692307697;-0.16666666666666663;0.0;2.1773960054773873;1.162249871679086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1000785;100078506;Hostal La Fosca;0.4552487661911559;-0.493543829537851;-0.5;-1.0;1.411143653734774;-0.2702702702702703;-0.7000000000000001;-0.6666666666666666;0.0;0.5160282782199921;-0.04817001531852162;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1000807;100080701;Pension Logroño;-0.8325483725283532;-0.6384709747989278;-0.5;-1.0;-0.2222835102740525;-0.4594594594594595;-0.7000000000000001;-0.6666666666666666;0.0;-0.22690762865775901;-0.7500538107063762;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
10008084;1000808401;Erisa IB Carihuela - Torremolinos;0.27659249287569726;-0.1462100612406208;0.0;0.0;0.5754744314104929;0.2702702702702703;0.07777777777777779;0.33333333333333337;0.0;0.3400853007891377;-0.2545405859449675;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
