id;room_id;name;log_price;log_sqm;num_rooms;num_bathrooms;price_per_sqm;sqm_per_room;rooms_per_sqm;baths_per_room;discount_pct;price_relative_to_type;price_relative_to_province;has_stars;pool_flag;beach_flag;breakfast;cancellation;property_type_Agroturismo;property_type_Albergue;property_type_Apartahotel;property_type_Apartamento;property_type_Barco;property_type_Bed and breakfast;property_type_Camping;property_type_Camping resort;property_type_Casa o chalet;property_type_Casa rural;property_type_Chalet de montaña;property_type_Habitación en casa particular;property_type_Hostal o pensión;property_type_Hotel;property_type_Lodge;property_type_Resort;property_type_Villa;region_Andalucía;region_Aragón;region_Canary Islands;region_Cantabria;region_Castilla y León;region_Castilla-La Mancha;region_Cataluña;region_Comunidad Foral de Navarra;region_Comunidad Valenciana;region_Comunidad de Madrid;region_Extremadura;region_Galicia;region_Islas Baleares;region_La Rioja;region_Melilla;region_País Vasco;region_Principado de Asturias;region_Región de Murcia
11880434;1188043401;Apartamentos Realejo Campo del Príncipe 3000;-0.45758165430914005;-0.318976573240775;0.0;0.0;-0.14616577727510224;0.0;0.18000000000000005;0.33333333333333337;0.0;-0.3453611147115187;0.027061839697098137;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11880512;1188051204;Casa Señorial Piedrachica;-0.3127181939199441;-1.5818602210101027;-0.5;-1.0;1.5059351398768948;-1.3157894736842106;-0.7200000000000001;-0.6666666666666666;0.0;0.26343691224817406;0.4952358592613631;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11880803;1188080301;TROPIC MAR sweet apartment;0.6380144025036295;0.2994785653940065;0.0;0.0;0.5680400853543395;1.263157894736842;-0.15750000000000003;0.33333333333333337;3.4962821433267024;1.0065589893580755;0.26845087315585464;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11881312;1188131201;La Maestranza Charming one or two bedrooms Apartments by OCityzen;-0.5717779682017002;0.37962710936732785;0.0;0.0;-0.5226591525008392;1.4736842105263157;-0.19058823529411767;0.33333333333333337;3.9368560106888375;-0.4178419390788563;0.011703695045592146;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11881642;1188164201;2 Bdr Apt In Cornella 5 Mins Form The Metro;0.5387563051430894;0.257534862166196;0.5;0.0;0.46756322328088;-0.47368421052631576;0.44129032258064516;-0.16666666666666663;1.3008637140195207;0.8134522109582759;0.130120376113745;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1188173;118817303;Apartamentos Valle de Aran;0.368988099508298;1.1334572326782753;1.0;0.0;-0.32610674359826397;0.0;0.18000000000000005;-0.3333333333333333;0.0;0.20986176614179614;0.21687222967950365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11882156;1188215601;Amazing 3bdr Apt In Cornella 1 Mins From Metro;0.7226557454828155;0.3199688758869288;1.0;0.0;0.6779460613874773;-0.9649122807017543;0.9415384615384617;-0.3333333333333333;1.3071625072911637;1.1873261248720384;0.4839878358052842;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11882240;1188224001;Suite Andrés Pérez Málaga Center;0.004828689822612742;-0.16454326068551547;0.0;0.0;0.18780647360253533;0.2631578947368421;0.08000000000000002;0.33333333333333337;0.0;0.05137187158386163;-0.642305675919803;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11882344;1188234401;Casa Goles;0.9629064744514085;2.8992129376518836;2.5;5.0;-0.6389604259334815;1.8421052631578947;-0.24;0.33333333333333337;2.600265771411828;1.2173622968061724;6.040195679931428;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11882465;1188246502;Misterhost Sol de Sevilla;-0.3465820414137068;0.5948212592012702;0.5;1.0;-0.4941755823390007;0.0;0.18000000000000005;0.33333333333333337;0.0;-0.2663766383670393;0.4245725603170693;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11885414;1188541401;Eurosol 1A By IVI Real Estate;1.2032724462962003;1.1334572326782753;1.0;1.0;0.48848090157656493;0.0;0.18000000000000005;0.0;0.0;2.568224398326565;1.6182026459635557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11887013;1188701301;Your Home in Tenerife, Alojamiento ideal con wifi y parking en Güímar;1.3118234378447202;0.5441703700528427;0.5;0.0;1.5432655568541143;-0.07894736842105263;0.21506493506493513;-0.16666666666666663;0.0;2.984943622989461;6.393641686988842;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11893244;1189324401;Apartamento Jardín de Atalaya;-0.2433571386237196;0.7510543430706119;0.5;1.0;-0.4998091972278078;0.2631578947368421;0.08000000000000002;0.33333333333333337;2.4757578503937134;-0.18448928781192264;0.6477836677119196;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11894428;1189442801;Stunning views to the sea / City center Fuengirola;0.7867827450753254;0.7802313458171005;0.5;1.0;0.2808957549081437;0.3157894736842105;0.06260869565217388;0.33333333333333337;0.0;1.3350085860201684;0.5105912238495334;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11894674;1189467401;Granada I Apartment- Patalavaca;-0.7576382086682951;-0.49351948090441655;0.0;0.0;-0.27091112087976804;-0.2631578947368421;0.30857142857142855;0.33333333333333337;0.9953844969608958;-0.5192300298756675;-0.5561768525673912;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11895;1189507;YIT Conquista de Granada;-0.7648272320748654;0.2142379052136632;-0.5;-1.0;-0.5511367116390016;1.0526315789473684;-0.7200000000000001;-0.6666666666666666;0.0;-0.6140650677359604;-0.4076372990468625;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11895669;1189566901;Casa de Mamachon;-0.058954899070402925;0.7510543430706119;0.5;0.0;-0.4097251277006568;0.2631578947368421;0.08000000000000002;-0.16666666666666663;0.0;-0.21908301053474863;1.00601958862082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11895683;1189568301;Luminoso, muy amplio, buena zona;0.15049278843888833;0.5948212592012702;1.0;0.0;-0.20320516018778526;-0.7017543859649122;0.63;-0.3333333333333333;3.058356787645359;0.2201573179343373;0.9489815429250813;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11896;1189601;Apartamentos Turisticos Puerta de León;0.5501227673957051;-0.026060804629724436;0.0;0.0;0.8248041778351627;0.5263157894736842;0.0;0.33333333333333337;0.0;0.8345916085200586;0.0004375849845355813;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11897229;1189722909;Alojamientos Capri;-0.2961429800424102;1.1334572326782753;1.5;1.0;-0.6261441200886135;-0.5263157894736842;0.48;-0.16666666666666663;0.0;-0.22743564285849202;0.4492555522250575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11897926;1189792607;Arguineguin 2bedrooms piscina swimming pool apartment;-0.36030786875708015;-0.16454326068551547;0.5;0.0;-0.16092662792983609;-0.9210526315789473;0.8800000000000001;-0.16666666666666663;0.0;0.20345130940192563;-0.04010654393791087;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11898452;1189845202;Frontera Primavera 535;-0.5446966452020456;0.3199688758869288;0.0;0.0;-0.49145354221735105;1.3157894736842106;-0.16615384615384615;0.33333333333333337;0.0;-0.401405804610963;-0.38198935456806005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11898943;1189894302;Basic Confort Apartamento Poeta marquina 2do 2027;0.38510373923378527;0.7510543430706119;0.5;0.0;-0.1091473758380094;0.2631578947368421;0.08000000000000002;-0.16666666666666663;0.0;0.550393041972236;-0.08318655265307347;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11899564;1189956401;Home2Book Cozy Apt Pool & Tenis Court, El Porís;-0.5335490396591992;0.16949745334619176;0.0;0.0;-0.4320317192399115;0.9473684210526315;-0.09931034482758623;0.33333333333333337;4.565839544873759;-0.39450768540659176;-0.3681871431871107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11900884;1190088401;Chalet Adosado Residencial 1ª Línea de Playa 4 Piscinas 2 Jardines Parking;0.6909557901026686;0.5948212592012702;0.5;1.0;0.3336270635449338;0.0;0.18000000000000005;0.33333333333333337;0.0;1.1177987474367777;1.1825977263048428;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11901357;1190135701;PLAYA HONDA Apt magi 61A;-0.42562067943445353;-0.16454326068551547;0.0;0.0;-0.2107809607850195;0.2631578947368421;0.08000000000000002;0.33333333333333337;0.0;-0.32352381359386845;-0.22615793575089124;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11902348;1190234801;tuGuest Marques de Falces Apartments;-0.6330599606719152;0.41797512586888996;0.5;0.0;-0.5587962963431335;-0.2631578947368421;0.30857142857142855;-0.16666666666666663;1.0220029617728599;-0.45340771115851997;-0.23766589857791423;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11905023;1190502301;Hospedium DLJ Enjoy Cazorla apartamentos;-0.5847895531813049;0.41797512586888996;0.5;0.0;-0.539776235424543;-0.2631578947368421;0.30857142857142855;-0.16666666666666663;0.0;-0.4255795654591261;-0.07012575601270415;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11905123;1190512301;casa gecko;0.1591254020500898;0.5268528489046992;0.5;0.0;-0.15779828042888455;-0.10526315789473684;0.22736842105263153;-0.16666666666666663;0.0;0.230965618814981;-0.48100374985917277;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11905625;1190562501;TELMO nuevo apartamento & parking en BilbaoZorroza;0.7900725419053312;0.2142379052136632;0.0;0.0;0.9365085423399563;1.0526315789473684;-0.12000000000000002;0.33333333333333337;0.0;1.3428473578433173;0.44874760857857676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
11905922;1190592201;Canela Homes BARCELONA DIAGONAL MAR;1.0351062680629688;0.5948212592012702;0.5;1.0;0.8653382829519031;0.0;0.18000000000000005;0.33333333333333337;1.0096978474259475;2.0068773048904958;1.259683821450405;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11906116;1190611602;Villa Palmera by Villalize;0.7892839925021067;1.6739252851617614;1.5;2.0;-0.3127694191108522;0.2631578947368421;0.08000000000000002;0.08333333333333337;0.0;0.857769027597986;1.55778929814006;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11906487;1190648702;The Collection Barcelona - Paseo de Gracia sunny 2BR penthouse;0.6352211893546625;0.2142379052136632;0.5;1.0;0.6638044813230024;-0.5263157894736842;0.48;0.33333333333333337;8.04603827519436;1.0008543863796808;0.3074944300102603;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11907046;1190704616;Royal Hideaway Corales Villas;0.6300596857256072;0.16949745334619176;-0.5;-1.0;0.7103323861272693;0.9473684210526315;-0.7200000000000001;-0.6666666666666666;5.303628706246048;0.6133759448914295;2.4027383375413476;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1190720;119072001;Cal Majoral;-0.1900876442192279;-0.8796145028758081;-0.5;-1.0;0.6596762864581687;-0.7368421052631579;-0.7200000000000001;-0.6666666666666666;0.9548856739326014;-0.3025445382691696;-0.771129568195717;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11907340;1190734001;Apartamento corredera 1;0.028392878242220466;-0.026060804629724436;0.5;0.0;0.09989455176594059;-0.7894736842105263;0.7200000000000001;-0.16666666666666663;0.0;0.07701214020833225;-0.28999060757725736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1190753;119075302;Apartamentos Plaza Nueva;-0.4193192744862746;-0.2550554798468065;0.0;0.0;-0.15393208899572874;0.10526315789473684;0.1371428571428571;0.33333333333333337;11.175947602566753;-0.3191341013729049;0.28076461365556515;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11909160;1190916002;Nuevo Acapulco;0.40378076809941943;0.7510543430706119;0.5;0.0;-0.09329098804789555;0.2631578947368421;0.08000000000000002;-0.16666666666666663;0.0;0.5802208330773545;-0.16732056424836958;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11909661;1190966101;Alquilaencanarias Caletillas Vista al Mar;-0.31179648002200044;0.2786705630383664;0.5;0.0;-0.3545430854179565;-0.4473684210526316;0.4228571428571428;-0.16666666666666663;0.0;-0.23973492871262023;-0.05850761451953692;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11911;1191123;Hotel Ele Puente Romano de Salamanca;-0.23908142565153345;-1.668476677587487;-0.5;-1.0;1.8838937233035626;-1.368421052631579;-0.7200000000000001;-0.6666666666666666;0.9705987174829355;-0.3367422286609333;0.0758176999109974;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1191243;119124304;Blue Barcelona;0.6592230838556231;-0.7160274868105716;-0.5;-1.0;2.3988836662781683;-0.5526315789473685;-0.7200000000000001;-0.6666666666666666;1.0526376276648837;3.1585159060023877;0.35439413493127775;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11912671;1191267101;Primera línea de MAR con jardín;1.0013295541799094;-0.026060804629724436;1.5;1.0;1.8492783600092775;-1.4473684210526316;2.16;-0.16666666666666663;0.0;1.9052362493410435;0.9999060971049796;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11913900;1191390002;Garoe Green Bay By CanariasGetaway;0.05145125201183994;0.8909819260753183;1.0;1.0;-0.40609036400241433;-0.350877192982456;0.36;0.0;0.0;-0.12558619018129774;0.7668440053364496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11914;1191401;Hotel Romerito;-0.22990446741099993;-0.318976573240775;-0.5;-1.0;0.05978982730696721;0.0;-0.7200000000000001;-0.6666666666666666;3.3257279584341815;-0.3304655412449787;-0.8439787097278451;1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11914844;1191484402;Villa Escondida, Monte Mayor Country Club, Benahavis;2.7132027035650403;2.8383367758388403;2.0;4.0;0.9068248472100994;2.4210526315789473;-0.30139534883720936;0.33333333333333337;2.7509950157262613;2.6376404460455496;13.288725155574271;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11915359;1191535901;Caletillas Vista Mar Home;0.22295723372051718;0.5093089485255576;1.0;0.0;-0.09451147287383718;-0.7894736842105263;0.7200000000000001;-0.3333333333333333;4.075107873771429;0.3138948685771977;1.049231359336404;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11916138;1191613801;?Oasi Relax, con vista Piscina e Tramonti ?;-0.4559569227234055;-0.318976573240775;0.0;0.0;-0.14485835115978365;0.0;0.18000000000000005;0.33333333333333337;0.0;-0.3442680359103217;-0.2676643424774753;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1191633;119163301;Apartamentos Charco del Conde;-0.3825440377228918;-0.07975153486887762;0.0;0.0;-0.22567152841345173;0.42105263157894735;0.029999999999999943;0.33333333333333337;1.1365616981338929;-0.29294754621144287;0.3272337070783092;1.0;1.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11916792;1191679201;Dominica beautiful apartment in the first Oceanline in Los Cristianos.;-0.12109895689861036;0.09945951408474529;0.0;0.0;-0.12719508230203683;0.7894736842105263;-0.0654545454545455;0.33333333333333337;0.0;-0.07571747853947663;0.2696693059401008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
