id;room_id;name;log_price;log_sqm;num_rooms;num_bathrooms;price_per_sqm;sqm_per_room;rooms_per_sqm;baths_per_room;discount_pct;price_relative_to_type;price_relative_to_province;has_stars;pool_flag;beach_flag;breakfast;cancellation;property_type_Agroturismo;property_type_Albergue;property_type_Apartahotel;property_type_Apartamento;property_type_Barco;property_type_Bed and breakfast;property_type_Camping;property_type_Camping resort;property_type_Casa o chalet;property_type_Casa rural;property_type_Chalet de montaña;property_type_Habitación en casa particular;property_type_Hostal o pensión;property_type_Hotel;property_type_Lodge;property_type_Love hotel;property_type_Posada u hostería;property_type_Resort;property_type_Villa;region_ ;region_Andalucía;region_Aragón;region_Canary Islands;region_Cantabria;region_Castilla y León;region_Castilla-La Mancha;region_Cataluña;region_Ceuta;region_Comunidad Foral de Navarra;region_Comunidad Valenciana;region_Comunidad de Madrid;region_Extremadura;region_Galicia;region_Islas Baleares;region_La Rioja;region_Melilla;region_País Vasco;region_Principado de Asturias;region_Región de Murcia
10000125;1000012504;Apartamentos Villa Zoila Nigrán;0.8924866698108925;-0.02599526024912893;0.0;0.0;1.4586887848096217;0.8108108108108109;-0.06363636363636369;0.5;0.0;1.40189063812766;1.3882244868296427;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
10000191;1000019102;Tabarca - Chalet con jardín y piscina comunitaria;0.7705085949281311;1.2663423778540133;1.0;2.0;-0.1869472501822097;0.2522522522522521;0.08358208955223875;0.5;0.0;0.6558679077658002;0.9525767344975894;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10000734;1000073405;Hostal Carlos III;-1.044303791800441;-0.31490246203657063;-0.5;-1.0;-0.5544143108391575;0.2702702702702703;-0.7000000000000001;-0.9999999999999999;0.0;-0.35216648560776526;-0.29398250984115387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1000112;100011202;La Vista de Medina By La Vista Medina Stays;-0.3446391606356745;-1.1528581937681657;0.0;0.0;0.8170295968366342;-0.8108108108108109;0.7000000000000001;0.5;0.0;-0.31709341005259517;-0.5466144140470508;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10001713;1000171301;Apartamento San Gerardo By Solymar Properties;0.7810893448310792;0.5160959195829721;0.5;0.0;0.478427762488108;0.0;0.17500000000000004;-0.24999999999999992;0.0;1.161577506493682;0.6079203186852393;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10001758;1000175802;León;0.6176722355522718;0.32256719030181996;0.0;0.0;0.4656685882450018;1.6216216216216217;-0.20000000000000004;0.5;0.0;0.8484019922160304;0.26338421906888204;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10001863;1000186301;Edificio Galerias;-0.49164331234930647;-0.16335640760382072;0.0;0.0;-0.2844357815852659;0.5405405405405406;0.0;0.5;0.0;-0.42425630072890963;-0.5147150391703594;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
10001912;1000191202;Pinetells;1.4724412750918663;1.5250228205630463;1.5;2.0;0.3306967404689244;0.0;0.17500000000000004;0.12500000000000003;0.0;2.217559896615311;2.227622683586428;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10001930;1000193002;Pollo;1.0340233051438956;0.9788535188732603;1.0;1.0;0.3239486614589125;-0.1801801801801803;0.2545454545454545;0.0;0.0;1.1345737014946038;1.0413806815492717;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10002076;1000207601;Apartamento Las Terrazas del Ayuntamiento by Clabao;-0.2968942525318807;0.2153156227203474;1.0;0.0;-0.3619338292912531;-0.990990990990991;0.9153846153846155;-0.49999999999999994;0.0;-0.27925340628271017;-0.1404920540131462;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
10002079;1000207902;Casa Ana;-0.2212752113369088;0.32256719030181996;0.5;0.0;-0.36871569476877075;-0.2702702702702703;0.3;-0.24999999999999992;0.0;-0.421208567639432;-0.43568250738408437;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10002553;1000255301;Esparto y sal;0.07488398158386317;0.32256719030181996;0.5;0.0;-0.14019140015279374;-0.2702702702702703;0.3;-0.24999999999999992;0.0;-0.1896381889918881;-0.03319098005814271;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
