id;room_id;name;if_score;if_anomaly;lof_score;lof_anomaly;extraction_date;lookahead_period;checkin_date;checkout_date;room_id_raw;name_raw;price;sqm;property_type;region;province;num_rooms;num_bathrooms;log_price;log_sqm;price_per_sqm;discount_pct;pool_flag;beach_flag;breakfast;price_relative_to_type;price_relative_to_province;extreme_price_high;extreme_price_low;suspected_placeholder_sqm;extreme_price_per_sqm;overcrowded_layout;excess_bathrooms;tiny_villa;huge_apartment;any_flag;log_price.1;log_sqm.1;num_rooms.1;num_bathrooms.1;price_per_sqm.1;sqm_per_room;rooms_per_sqm;baths_per_room;discount_pct.1;price_relative_to_type.1;price_relative_to_province.1;has_stars;pool_flag.1;beach_flag.1;breakfast.1;cancellation;property_type_Agroturismo;property_type_Albergue;property_type_Apartahotel;property_type_Apartamento;property_type_Barco;property_type_Bed and breakfast;property_type_Camping;property_type_Camping resort;property_type_Casa o chalet;property_type_Casa rural;property_type_Chalet de montaña;property_type_Habitación en casa particular;property_type_Hostal o pensión;property_type_Hotel;property_type_Lodge;property_type_Love hotel;property_type_Posada u hostería;property_type_Resort;property_type_Riad;property_type_Villa;region_Andalucía;region_Aragón;region_Canary Islands;region_Cantabria;region_Castilla y León;region_Castilla-La Mancha;region_Cataluña;region_Ceuta;region_Comunidad Foral de Navarra;region_Comunidad Valenciana;region_Comunidad de Madrid;region_Extremadura;region_Galicia;region_Islas Baleares;region_La Rioja;region_Melilla;region_País Vasco;region_Principado de Asturias;region_Región de Murcia;is_if_anomaly;is_lof_anomaly;if_rank;lof_rank;consensus_anomaly;agreement_group;if_percentile;lof_percentile;combined_rank
13514922;1351492202;Casa Es Puig;0.0033829065860852;-1;1.5506985768134145;-1;2026-09-13;3m;2026-12-19;2026-12-26;1351492202;Casa Es Puig;7927.8;90.0;Villa;Islas Baleares;Ibiza y Formentera;2.0;2.0;8.9782569790925;4.51085950651685;88.08666666666667;0.0;1;0;0;3.133517786561265;1.8964213950818103;True;False;False;True;False;False;False;False;True;0.7413647615687092;0.6455105094867749;0.5;1.0;0.0800657348633665;-0.1228070175438597;0.278936378432409;-0.1666666666666667;0.0;1.24384858787055;-0.1226993081133617;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;True;True;4005.0;2455.0;True;Both;95.66980652557129;97.34608022321477;96.50794337439302
13519025;1351902501;Villa Bellavista;0.0669688895921606;-1;1.7216136798504234;-1;2026-09-13;3m;2026-12-19;2026-12-26;1351902501;Villa Bellavista;2596.3601;400.0;Casa o chalet;Comunidad Valenciana;Alicante;8.0;6.0;7.862250862042639;5.993961427306569;6.490900249999999;0.9257729311122908;1;0;0;2.0411636006289307;2.794414056536308;False;False;False;False;False;False;False;False;False;-0.1561989242129871;1.064328387654891;0.5;1.0;-0.8127457893748485;0.5964912280701755;-0.2046740958627416;-0.1666666666666667;2.142155327104226;-0.0762135450551031;-0.1420159999907073;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;362.0;1241.0;True;Both;99.60959044848433;98.65898104188521;99.13428574518477
13596269;1359626902;Spacious holiday home with private pool;0.0892299777325981;-1;1.781222703924245;-1;2026-09-13;3m;2026-12-19;2026-12-26;1359626902;Spacious holiday home with private pool;6802.0;47.0;Villa;Comunidad Valenciana;Alicante;8.0;8.0;8.825118970345061;3.871201010907891;144.72340425531914;0.0;1;0;0;2.688537549407114;7.320866012599703;True;False;False;True;False;False;False;False;True;0.1930522633840689;0.179630660092799;0.0;0.0;-0.0146187094409449;0.0;0.1729745712596098;-0.5;0.0;0.3347118459466773;0.5365907308612823;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;145.0;1024.0;True;Both;99.84426876615441;98.8936593595553;99.36896406285486
13749692;1374969201;VILLA Mar y Montaña;0.0497837753751365;-1;1.4827553856892195;-1;2026-09-13;3m;2026-12-19;2026-12-26;1374969201;VILLA Mar y Montaña;5885.02;140.0;Casa o chalet;Cataluña;Barcelona;11.0;4.0;8.680335326680952;4.948759890378168;42.03585714285715;0.0;1;0;0;4.626588050314465;4.143329860035484;True;False;False;False;False;False;False;False;True;1.3092267824069368;1.116102500121996;1.0;2.0;0.2002657924055279;0.0;0.1729745712596098;0.0;0.0;0.0452717701783908;2.745938161886268;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;706.0;3357.0;True;Both;99.23756583429764;96.37059707787643;97.80408145608703
13767124;1376712401;Las Adelfas;0.0279834279436466;-1;1.4423246734612976;-1;2026-09-13;3m;2026-12-19;2026-12-26;1376712401;Las Adelfas;2716.56;650.0;Casa o chalet;La Rioja;La Rioja;4.0;4.0;7.90748969786846;6.478509642208569;4.179323076923077;0.6491445062873634;0;0;0;2.1356603773584903;3.281878505040408;False;False;False;False;False;False;False;False;False;0.0698597677014677;-0.4510274881185768;-0.5;0.0;0.5932913671374248;0.5263157894736842;-0.169130691898285;0.5;0.0;0.1772532738678084;-0.0648069372967963;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;1561.0;4101.0;True;Both;98.31291163333947;95.56598570300756;96.93944866817351
13805;1380507;Eurostars Palace;0.0146149517243093;-1;1.4819487221363852;-1;2026-09-13;3m;2026-12-19;2026-12-26;1380507;Eurostars Palace;1019.66;200.0;Hotel;Andalucía;Córdoba;0.0;0.0;6.9282047558495465;5.303304908059076;5.0983;0.6666633976031228;1;0;0;1.4144264114301568;1.243753240020736;False;False;False;False;False;False;False;False;False;-0.3088333754856553;0.0;-0.5;0.0;-0.3039690742030709;1.5789473684210529;-0.5601081355073076;0.5;0.0;-0.2244608774170476;-0.0696446141122118;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;2539.0;3374.0;True;Both;97.2552370034715;96.35221214054744;96.80372457200947
13809016;1380901606;Hostal Restaurante LA SENDA;0.0278087319145022;-1;1.6095455140702877;-1;2026-09-13;3m;2026-12-19;2026-12-26;1380901606;Hostal Restaurante LA SENDA;312.41;267.5;Hostal o pensión;Castilla y León;León;0.0;0.0;5.747512237517526;5.59285091394892;1.1678878504672898;0.2939726641272685;0;0;0;0.5942290866207631;0.3830290695535966;False;True;False;False;False;False;False;False;True;-1.115194171470595;-0.4510274881185768;-0.5;0.0;-0.5523809499592972;0.5263157894736842;-0.169130691898285;0.5;0.8474687358527758;-0.7779396666406876;-0.7847060022983617;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;1573.0;1873.0;True;Both;98.299934030519;97.97549396000736;98.13771399526317
13818977;1381897702;La Ceiba;0.0338874463006225;-1;1.6990713349660205;-1;2026-09-13;3m;2026-12-19;2026-12-26;1381897702;La Ceiba;354.61;250.0;Hostal o pensión;Islas Baleares;Mallorca;0.0;0.0;5.873834624729162;5.525452939131784;1.41844;0.7039564592087081;0;0;0;0.6744968996081714;0.1902092725746453;False;False;False;False;False;False;False;False;False;-0.8079236669870238;-1.268443656632526;-1.0;0.0;0.5036881496810426;-0.6842105263157895;-1.537551744529864;0.5;0.0;-0.6055286026925639;-0.6267998567549818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;1269.0;1330.0;True;Both;98.62869996863746;98.56273048763342;98.59571522813545
13820955;1382095501;Private Room private bathroom Villa;0.0097574471275965;-1;1.4901501398126138;-1;2026-09-13;3m;2026-12-19;2026-12-26;1382095501;Private Room private bathroom Villa;1971.2;74.5;Habitación en casa particular;Islas Baleares;Ibiza y Formentera;0.0;0.0;7.586904949898229;4.324132656254979;26.459060402684564;0.0;0;0;0;3.758245590253042;0.4715338245144005;False;False;False;False;False;False;False;False;False;-0.4497182548969871;-0.3235307920875624;-0.5;0.0;-0.1542591318419718;0.7894736842105263;-0.2935326057738832;0.5;1.658432965951418;-0.3469356657765005;-0.3899623070171981;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;3085.0;3244.0;True;Both;96.66475607514032;96.49280283776915;96.57877945645473
13885516;1388551601;Playa Arena Grande;0.0349771956310958;-1;1.5014804505249917;-1;2026-09-13;3m;2026-12-19;2026-12-26;1388551601;Playa Arena Grande;2103.06;70.0;Hotel;Galicia;Pontevedra;0.0;0.0;7.651624090561262;4.262679877041316;30.043714285714284;0.1982539727825169;0;1;0;2.917270079067832;2.362988764044944;False;False;False;False;False;False;False;False;False;-0.7184410800951218;0.092771917278962;0.0;1.0;-0.6313760904055248;-0.131578947368421;0.2870096589789081;0.5;0.0;-0.547327447631858;-0.3097221608960785;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;1227.0;3065.0;True;Both;98.67412157850909;96.68638541317442;97.68025349584175
13905157;1390515705;Albergue Casa Arqueña, sólo peregrinos;0.0055059427627716;-1;1.4446880380661613;-1;2026-09-13;3m;2026-12-19;2026-12-26;1390515705;Albergue Casa Arqueña, sólo peregrinos;2378.39;280.0;Albergue;Comunidad Foral de Navarra;Comunidad Foral de Navarra;5.0;2.0;7.774599431293407;5.638354669333745;8.49425;0.0;0;0;0;5.114542228912424;2.814662721893491;False;False;False;False;False;False;False;False;False;0.9806634800090158;-0.5916904165288928;-0.5;0.0;2.937562177890715;0.2631578947368421;-0.0170839082725539;0.5;0.8266484789497717;1.7749144119610567;1.5533768240334158;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;3659.0;4051.0;True;Both;96.04399407356138;95.62005904809283;95.8320265608271
13957206;1395720601;Villa Oasis Madrid;0.0575960490847003;-1;1.4954416606160097;-1;2026-09-13;3m;2026-12-19;2026-12-26;1395720601;Villa Oasis Madrid;11300.0001;315.0;Villa;Comunidad de Madrid;Comunidad de Madrid;3.0;4.0;9.332646505208926;5.755742213586912;35.873016190476186;0.5265486590570916;1;0;0;4.466403201581027;9.706027700831026;True;False;False;False;False;False;False;False;True;0.5503833586497248;0.2612850707715887;0.0;0.0;0.2946177811919936;0.131578947368421;0.0723553762131701;-0.5;0.8042225998113491;0.8837269693485886;0.8098461952108345;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;523.0;3155.0;True;Both;99.43547427730974;96.58905339202094;98.01226383466533
14101958;1410195802;Can Corem by Rentallorca;0.0804505192551926;-1;1.4772621273200632;-1;2026-09-13;3m;2026-12-19;2026-12-26;1410195802;Can Corem by Rentallorca;3617.76;987.0;Casa rural;Islas Baleares;Mallorca;6.0;8.0;8.193886704702635;6.895682697747868;3.6654103343465048;0.0778243996284993;1;0;0;3.5956825093923315;1.940530436111923;False;False;False;False;False;False;False;False;False;-1.2427593535748929;-0.5916904165288928;-0.5;0.0;-0.545383402726773;0.2631578947368421;-0.0170839082725539;0.5;0.8652728417272837;-0.8385698129966099;-0.448030578352966;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;206.0;3461.0;True;Both;99.77829928515037;96.25812452009906;98.01821190262471
14110739;1411073901;Arribes del Duero casa rural Balneario, hotel rural Bermellar y Camino de Hierro;0.1187362819543531;-1;2.113878520853278;-1;2026-09-13;3m;2026-12-19;2026-12-26;1411073901;Arribes del Duero casa rural Balneario, hotel rural Bermellar y Camino de Hierro;11900.0;80.0;Villa;Castilla y León;Salamanca;14.0;16.0;9.38437770918244;4.394449154672439;148.75;0.0;0;0;0;4.703557312252965;16.0;True;False;False;True;False;False;False;False;True;0.2080386293602766;0.179630660092799;0.5;1.0;0.0005038435392269;-0.7017543859649122;1.0282377291543463;-0.1666666666666667;0.8474594099737899;0.3548850918335728;0.6503651052776267;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;29.0;401.0;True;Both;99.96971892675225;99.56741323931782;99.76856608303504
14184272;1418427201;ESPECTACULAR PISO EN PALACIO Preferiblemente familias y mayores de treinta años;0.0658563921834521;-1;7.045075607403879;-1;2026-09-13;3m;2026-12-19;2026-12-26;1418427201;ESPECTACULAR PISO EN PALACIO Preferiblemente familias y mayores de treinta años;350000.0;120.0;Apartamento;Andalucía;Cádiz;1.0;2.0;12.765691290604371;4.795790545596741;2916.6666666666665;0.0;1;0;0;384.2311534619227;432.0987654320988;True;False;False;True;False;False;False;False;True;-0.5979791496929464;-0.6836277937733737;-0.5;0.0;0.0485357833800793;0.1052631578947368;0.0915209371743966;0.5;0.0;-0.4625020243482601;-0.4958060842010191;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;379.0;4.0;True;Both;99.59120551115534;99.99675559929489;99.79398055522512
14225732;1422573201;Pension & resataurante AMAZKAR;0.0001047045606113;-1;1.5865860956179174;-1;2026-09-13;3m;2026-12-19;2026-12-26;1422573201;Pension & resataurante AMAZKAR;415.35;41.0;Hostal o pensión;País Vasco;Guipúzcoa;0.0;3.0;6.031526252681829;3.737669618283368;10.13048780487805;0.1982665222101841;0;0;0;0.7900292920454978;0.2919756774805807;False;False;False;False;False;True;False;False;True;0.3176616524502071;0.0;0.0;1.0;0.3249183295250081;-0.2631578947368421;0.4173354735152488;0.5;0.8406010799706628;0.5095992192022621;0.9717351126064048;0.0;1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;4618.0;2081.0;True;Both;95.00686731482583;97.75054884445261;96.37870807963921
14306232;1430623201;Villa Alborada con Piscina;0.0127447781783964;-1;1.6618888958034;-1;2026-09-13;3m;2026-12-19;2026-12-26;1430623201;Villa Alborada con Piscina;1229.95;180.0;Casa o chalet;Andalucía;Granada;1.0;4.0;7.115541507975305;5.198497031265826;6.833055555555556;0.5927476726696207;1;0;0;0.9669418238993712;1.403619888847045;False;False;False;False;False;True;False;False;True;0.9241952647364968;1.116102500121996;0.5;1.0;-0.1890423419278301;0.7017543859649124;-0.2546570076877588;-0.1666666666666667;2.4936408927753235;1.6408153229869178;1.5269541425266435;0.0;1.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;2735.0;1535.0;True;Both;97.04326949073725;98.3410297727838;97.69214963176051
14383808;1438380802;Villa Tortuga con piscina;0.0403735833768175;-1;1.869369695231668;-1;2026-09-13;3m;2026-12-19;2026-12-26;1438380802;Villa Tortuga con piscina;3653.3001;667.0;Villa;Islas Baleares;Mallorca;6.0;12.0;8.203659862739045;6.504288173536645;5.477211544227886;0.0;1;0;0;1.443992134387352;1.959593791821661;False;False;False;False;False;False;False;False;False;-0.1540379245716986;-0.4510274881185768;-0.5;0.0;0.2919470088310564;0.5263157894736842;-0.169130691898285;0.5;0.0;-0.4608438107367744;0.2808630259761422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;1011.0;754.0;True;Both;98.90771842927747;99.18565542301579;99.04668692614663
14414644;1441464402;Villa Ariel;0.0276029246555417;-1;5.958744321412427;-1;2026-09-13;3m;2026-12-19;2026-12-26;1441464402;Villa Ariel;2618.02;859.0;Casa o chalet;Cataluña;Gerona;0.0;2.0;7.870555480981036;6.756932389247553;3.047753201396973;0.0;1;0;0;2.058191823899372;2.4389862167588188;False;False;False;False;False;False;False;False;False;0.2740483145432402;-0.0193367937700423;-1.0;-1.0;0.2942502032435377;1.5263157894736843;-1.537551744529864;-1.5;0.0;0.4465086939363344;0.3957165913104442;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;1584.0;8.0;True;Both;98.28803789460024;99.99242973168806;99.14023381314415
14448256;1444825601;Villa prestige vue mer Altea hills;0.081861240460376;-1;1.6701804091339925;-1;2026-09-13;3m;2026-12-19;2026-12-26;1444825601;Villa prestige vue mer Altea hills;12750.0;850.0;Villa;Comunidad Valenciana;Alicante;2.0;5.0;9.453364978883542;6.746412128573375;15.0;0.0;0;0;0;5.0395256916996045;13.722587718413148;True;False;False;False;False;True;False;False;True;-0.5955831025150227;-0.2069451604179898;-0.5;0.0;-0.3670288195198878;1.0526315789473684;-0.3972008673368815;0.5;0.0;-0.4607353274977588;-0.4096974496722076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;True;True;194.0;1487.0;True;Both;99.79127688797085;98.39294018406567;99.09210853601826
14461693;1446169301;Casa Rural Abuela Carolina;0.0905814782894326;-1;4.720171576381737;-1;2026-09-13;3m;2026-12-19;2026-12-26;1446169301;Casa Rural Abuela Carolina;245000.0;98.0;Chalet de montaña;Castilla y León;Zamora;2.0;2.0;12.409017571151187;4.59511985013459;2500.0;0.0;0;0;0;163.8007113630893;343.1372549019608;True;False;False;True;False;False;False;False;True;0.7618096894708094;0.179630660092799;-0.5;0.0;0.6981749624977928;2.1052631578947367;-0.6822885866351271;0.5;4.140489478153409;1.28556730199943;0.6324243647942435;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;139.0;10.0;True;Both;99.85075756756464;99.99026679788466;99.92051218272465
14490126;1449012601;Villa Baltazar - Oceanview Luxury Retreat Near Sotogrande Polo & Golf;0.0591739588155652;-1;1.5141657978008902;-1;2026-09-13;3m;2026-12-19;2026-12-26;1449012601;Villa Baltazar - Oceanview Luxury Retreat Near Sotogrande Polo & Golf;9599.99;400.0;Villa;Andalucía;Málaga;6.0;6.0;9.16962149713891;5.993961427306569;23.999975;0.603335003473962;0;0;0;3.794462450592885;9.99062233420519;True;False;False;False;False;False;False;False;True;0.6948803234403218;-0.6522879973643916;-0.5;0.0;2.266983169744164;0.1578947368421052;0.053635525971972;0.5;4.187347889015727;0.4166570218249543;0.5328134215631408;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;490.0;2886.0;True;Both;99.47116268506603;96.87996798857971;98.17556533682287
14625532;1462553201;Villa con piscina privada, 2 jacuzzis y barbacoa;0.0526239135675133;-1;1.4793227554911843;-1;2026-09-13;3m;2026-12-19;2026-12-26;1462553201;Villa con piscina privada, 2 jacuzzis y barbacoa;1494.54;472.0;Villa;Comunidad Valenciana;Castellón;1.0;3.0;7.3102426246197;6.159095388491933;3.166398305084745;0.3850415512465374;1;0;0;0.5907272727272728;1.980231341009368;False;False;False;False;False;True;False;False;True;1.7363513334990672;0.3383237084222024;0.0;1.0;2.444286596918515;0.2631578947368421;-0.0170839082725539;0.5;1.1572637064919724;4.2463026461485605;3.816847515909832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;635.0;3422.0;True;Both;99.31434998431872;96.30030172926558;97.80732585679215
14667483;1466748301;Cal Ton de la Rosa de Castelldans;0.01453336453265;-1;1.9745519939361624;-1;2026-09-13;3m;2026-12-19;2026-12-26;1466748301;Cal Ton de la Rosa de Castelldans;881.02;15.0;Casa o chalet;Cataluña;Lérida;1.0;4.0;6.782214731486662;2.772588722239781;58.73466666666666;0.0;0;0;0;0.692625786163522;0.7389712512319403;False;False;False;True;False;True;True;False;True;0.0240598285768972;-0.0995494051565793;-0.5;0.0;0.0958986212697434;1.3157894736842106;-0.4849201655824955;0.5;2.0389880190366863;-0.3202412676962997;-0.2309212048791144;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;2547.0;580.0;True;Both;97.24658526825787;99.37383066391253;98.3102079660852
14697713;1469771301;Cabañita Playa Espiñeiro;0.0056618217024419;-1;1.4397811450185225;-1;2026-09-13;3m;2026-12-19;2026-12-26;1469771301;Cabañita Playa Espiñeiro;1680.0;70.0;Hotel;Galicia;Pontevedra;2.0;2.0;7.427144133408616;4.262679877041316;24.0;0.0;0;1;0;2.330420307948398;1.8876404494382024;False;False;False;False;False;False;False;False;False;0.9667934738932144;0.8349967090208791;0.0;1.0;0.1235770679103029;1.3157894736842106;-0.4849201655824955;0.5;0.0;1.7414448046334634;1.4148103667995882;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;3631.0;4149.0;True;Both;96.07427514680913;95.5140752917257;95.79417521926742
14718786;1471878601;Lutzin Etxea, Caserío Vasco con piscina, jardín y parking, a 15 min de Bilbao;0.0305793331212173;-1;1.4850556757170117;-1;2026-09-13;3m;2026-12-19;2026-12-26;1471878601;Lutzin Etxea, Caserío Vasco con piscina, jardín y parking, a 15 min de Bilbao;4234.06;500.0;Villa;País Vasco;Álava;10.0;3.0;8.351152774636326;6.2166061010848646;8.46812;0.1912325285895805;0;0;0;1.6735415019762847;4.737144775117477;True;False;False;False;False;False;False;False;True;-0.0854038950784161;0.0;-0.5;0.0;-0.1128975682143507;1.5789473684210529;-0.5601081355073076;0.5;0.0;-0.0014353130380824;-0.4551439881393602;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;True;1444.0;3321.0;True;Both;98.439443260839;96.40952988633784;97.42448657358841
