10000114;Casa A Gándara;1000011401;Apartamento de 2 dormitorios;-384554;Galicia;Pontevedra;Grove, O;O Grove;Apartamento;2;2;85;0;0; ;720.0001;0.0;0.0;2; ;1;2026-04-01;2026-05-02;2026-05-09
10000125;Apartamentos Villa Zoila Nigrán;1000012502;Apartamento de 1 dormitorio;-394030;Galicia;Pontevedra;Nigrán;Nigrán;Apartamento;1;1;55;0;1; ;1144.0;0.0;0.0;2; ;0;2026-04-01;2026-05-02;2026-05-09
10001060;Apartamento Ría Villaviciosa;1000106001;Apartamento de 2 dormitorios;-408639;Principado de Asturias;Principado de Asturias;Villaviciosa;Villaviciosa;Apartamento;2;2;70;0;0; ;712.8;0.0;0.0;2; ;1;2026-04-01;2026-05-02;2026-05-09
1000112;La Vista de Medina Studios & Apartments;100011202;Estudio;-391732;Andalucía;Cádiz;Medina-Sidonia;Medina Sidonia;Apartamento;1;1;25;1;0;2;700.0;0.0;0.0;2; ;1;2026-04-01;2026-05-02;2026-05-09
10001346;Villa Océano with private heated pool, aircon and Seaview;1000134601;Villa de 3 dormitorios;900051392;Islas Canarias;Fuerteventura;Oliva, La;Parque Holandes;Villa;3;3;225;1;0; ;1560.5;506.9;2067.4;2; ;0;2026-04-01;2026-05-02;2026-05-09
1000144;Casa Candela;100014401;Villa de 2 dormitorios;-397298;Principado de Asturias;Principado de Asturias;Llanes;Posada;Casa o chalet;2;2;300;0;0; ;2450.0;0.0;0.0;2; ;0;2026-04-01;2026-05-02;2026-05-09
10001622;Amplio apartamento en el centro de Portonovo;1000162201;Apartamento;-400780;Galicia;Pontevedra;Sanxenxo;Sanxenxo;Apartamento;4;2;140;0;0; ;1197.0;0.0;0.0;2; ;0;2026-04-01;2026-05-02;2026-05-09
10001694;Catalonia;1000169402;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;120;0;0; ;2442.02;0.0;0.0;2; ;0;2026-04-01;2026-05-02;2026-05-09
10001701;Dalí;1000170102;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;0;3;150;0;0; ;3294.02;0.0;0.0;2; ;0;2026-04-01;2026-05-02;2026-05-09
10001710;Energías Serenas;1000171002;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;5;4;313;0;0; ;5389.02;0.0;0.0;2; ;0;2026-04-01;2026-05-02;2026-05-09
10001717;Es pins;1000171702;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;150;0;0; ;2977.02;0.0;0.0;2; ;0;2026-04-01;2026-05-02;2026-05-09
10001724;Del Mar;1000172401;Apartamento de 2 dormitorios;-404832;Comunidad Valenciana;Alicante;Torrevieja;Torrevieja;Apartamento;2;2;84;0;1; ;721.75;0.0;0.0;2; ;1;2026-04-01;2026-05-02;2026-05-09
10001758;León;1000175802;Apartamento;-372154;Cataluña;Gerona;Begur;Begur;Apartamento;1;1;70;0;0; ;1890.02;0.0;0.0;2; ;1;2026-04-01;2026-05-02;2026-05-09
10001863;Edificio Galerias;1000186301;Apartamento de 1 dormitorio;-389708;Región de Murcia;Región de Murcia;Lorca;Lorca;Apartamento;1;1;50;0;0; ;641.73;0.0;0.0;2; ;0;2026-04-01;2026-05-02;2026-05-09
10001944;Preciosa villa con la piscina en las Colinas;1000194401;Villa con piscina privada;-394692;Comunidad Valenciana;Alicante;Orihuela;Orihuela;Villa;3;2; ;1;1; ;3304.0;0.0;0.0;2; ;1;2026-04-01;2026-05-02;2026-05-09
10001998;Roseto;1000199802;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;1;2;170;0;0; ;2903.02;0.0;0.0;2; ;0;2026-04-01;2026-05-02;2026-05-09
10002014;Casablanca - Miami style for 8 guests;1000201401;Villa;900051892;Comunidad Valenciana;Alicante;Jávea / Xàbia;Balcón del Mar;Villa;4;3;296;0;0; ;3227.01;0.0;0.0;2; ;1;2026-04-01;2026-05-02;2026-05-09
