10000125;Apartamentos Villa Zoila Nigrán;1000012502;Apartamento de 1 dormitorio;-394030;Galicia;Pontevedra;Nigrán;Nigrán;Apartamento;1;1;55;0;1; ;2184.0;0.0;0.0;2; ;0;2026-06-17;2026-07-18;2026-07-25
10000734;Hostal Carlos III;1000073405;Habitación Deluxe - 1 cama grande;-398093;Andalucía;Córdoba;Victoria, La;Aldea Quintana;Hostal o pensión;0;0; ;0;0; ;420.0;0.0;0.0;2; ;1;2026-06-17;2026-07-18;2026-07-25
10001060;Apartamento Ría Villaviciosa;1000106001;Apartamento de 2 dormitorios;-408639;Principado de Asturias;Principado de Asturias;Villaviciosa;Villaviciosa;Apartamento;2;2;70;0;0; ;1747.27;0.0;0.0;2; ;1;2026-06-17;2026-07-18;2026-07-25
10001487;Luxury Villa Alma Pool, Garden & Parking;1000148703;Villa Estándar;-391076;Andalucía;Málaga;Marbella;Marbella;Villa;4;4;500;1;0; ;12456.156;0.0;0.0;2; ;0;2026-06-17;2026-07-18;2026-07-25
10001758;León;1000175802;Apartamento;-372154;Cataluña;Gerona;Begur;Begur;Apartamento;1;1;70;0;0; ;1771.02;0.0;0.0;2; ;1;2026-06-17;2026-07-18;2026-07-25
10001863;Edificio Galerias;1000186301;Apartamento de 1 dormitorio;-389708;Región de Murcia;Región de Murcia;Lorca;Lorca;Apartamento;1;1;50;0;0; ;677.96;0.0;0.0;2; ;0;2026-06-17;2026-07-18;2026-07-25
10002045;Torreta;1000204502;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;4;3;140;0;0; ;3554.02;0.0;0.0;2; ;0;2026-06-17;2026-07-18;2026-07-25
10002076;Apartamento Las Terrazas del Ayuntamiento by Clabao;1000207601;Apartamento de 3 dormitorios;-389593;La Rioja;La Rioja;Logroño;Logroño;Apartamento;3;1;65;0;0; ;899.7;0.0;0.0;2; ;0;2026-06-17;2026-07-18;2026-07-25
10002079;Casa Ana;1000207902;Casa;-406798;Andalucía;Cádiz;Vejer de la Frontera;Vejer de la Frontera;Casa o chalet;2;1;70;0;0; ;857.7;0.0;0.0;2; ;0;2026-06-17;2026-07-18;2026-07-25
10002125;Meson de los Caballeros;1000212502;Casa de 5 dormitorios;-402849;Andalucía;Sevilla;Sevilla;Sevilla;Casa o chalet;5;6;450;0;0; ;7424.3;782.7;8207.0;2; ;1;2026-06-17;2026-07-18;2026-07-25
10002131;Apartamento Antonio by Feseal;1000213101;Apartamento;-381050;Islas Baleares;Mallorca;Pollença;Puerto Pollensa;Apartamento;3;2;148;0;0; ;2590.6;0.0;0.0;2; ;1;2026-06-17;2026-07-18;2026-07-25
10002294;Miró Mar;1000229402;Apartamento;-372154;Cataluña;Gerona;Begur;Begur;Apartamento;1;1;40;0;0; ;1548.02;0.0;0.0;2; ;0;2026-06-17;2026-07-18;2026-07-25
10002442;Castle Harbour;1000244202;Apartamento con balcón;-371531;Islas Canarias;Tenerife;Arona;Arona;Apartamento;1;1;77;0;0; ;687.95;0.0;0.0;2; ;1;2026-06-17;2026-07-18;2026-07-25
10002553;Esparto y sal;1000255301;Casa de 2 dormitorios;-381065;Andalucía;Almería;Níjar;El Pozo de los Frailes;Casa o chalet;2;1;70;0;0; ;1243.0;0.0;0.0;2; ;1;2026-06-17;2026-07-18;2026-07-25
10002915;Cosy Loft's Valencia;1000291506;Apartamento de 1 dormitorio;-377302;Comunidad Valenciana;Valencia;Catarroja;Catarroja;Apartamento;1;1;62;0;0; ;1045.99;74.21;1120.2;2; ;1;2026-06-17;2026-07-18;2026-07-25
10002916;Bonita Casa Jardín Privado 5min a pie de Playa;1000291601;Casa de 4 dormitorios;-399526;Cataluña;Tarragona;Roda de Berà;Roda de Bará;Casa o chalet;4;2;140;0;0; ;1947.0201;479.9999;2427.02;2; ;0;2026-06-17;2026-07-18;2026-07-25
10003219;VillaMar;1000321901;Villa de 3 dormitorios;-408593;Islas Canarias;Fuerteventura;Oliva, La;Villaverde;Villa;3;2;130;0;0; ;756.0001;0.0;0.0;2; ;0;2026-06-17;2026-07-18;2026-07-25
1000330;SolHabitat Villa Maroa;100033001;Villa de 5 dormitorios;-373265;Comunidad Valenciana;Alicante;Benissa;Benissa;Villa;5;4;193;1;1; ;5852.51;0.0;0.0;2; ;0;2026-06-17;2026-07-18;2026-07-25
