id;nombre;idHabitacion;nombreHabitacion;idLocalizacion;nombreCCAA;nombreProvincia;nombreMunicipio;nombreLocalizacion;tipo;numHabitaciones;numBanos;metros;piscina_flag;playa_flag;estrellas;precio;oferta;precioSinOferta;capacidad;desayuno;cancelacion;fechaActual;fechaEntrada;fechaSalida
10003541;El Rincón de Pilar al lado del Mar;1000354101;Apartamento Estudio ;-404672;Andalucía;Málaga;Vélez-Málaga;Torre del Mar;Apartamento;1;1;43;0;0;4.0;630.0;70.0;700.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10003653;Villa Lucerna, villa con piscina en Pantín;1000365301;Villa de 3 dormitorios;-395376;Galicia;La Coruña;Valdoviño;Pantín;Villa;3;2;200;1;0;4.0;2014.3382;167.47998181818025;2181.81818181818;2;0;0;2026-08-19;2026-09-19;2026-09-26
10003833;Apartamento Playa Rapadoira;1000383301;Apartamento de 2 dormitorios;-382803;Galicia;Lugo;Foz;Foz;Apartamento;2;1;60;0;1;3.0;599.9;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10003842;Cap Sa Sal Aquamarina Begur;1000384201;Apartamento de 2 dormitorios;-372154;Cataluña;Gerona;Begur;Begur;Apartamento;2;3;80;0;1;4.0;2783.04;267.98;3051.02;2;0;0;2026-08-19;2026-09-19;2026-09-26
10003875;Apartamento al lado del Mar. Recién reformado.;1000387501;Apartamento de 1 dormitorio;-396163;Comunidad Valenciana;Castellón;Peníscola / Peñíscola;Peñíscola;Apartamento;1;1; ;0;1; ;892.5901;82.4099;975.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10003913;Checkin Madrid Móstoles;1000391308;Habitación Doble - 2 camas;-393203;Comunidad de Madrid;Comunidad de Madrid;Móstoles;Móstoles;Hotel;0;0; ;1;0;4.0;855.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10004015;Primera línea de playa y Gibraltar a 5 minutos;1000401501;Apartamento de 2 dormitorios;-387329;Andalucía;Cádiz;Línea de la Concepción, La;La Línea de la Concepción;Apartamento;2;1;70;0;1;3.0;1244.14;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10004132;Hostal Restaurante Ainoa;1000413202;Habitación Doble con balcón ;-373391;Castilla y León;Soria;Berlanga de Duero;Berlanga de Duero;Hotel;0;0; ;0;0; ;441.0;0.0;0.0;2;1;1;2026-08-19;2026-09-19;2026-09-26
10004244;Apartamento con piscina en 1ª línea Golf La Quinta;1000424401;Apartamento de 2 dormitorios;-373137;Andalucía;Málaga;Benahavís;Benahavís;Apartamento;2;1;110;1;0;4.0;2074.87;972.69;3047.56;2;0;0;2026-08-19;2026-09-19;2026-09-26
10004438;Apartamento Mayor;1000443801;Apartamento de 2 dormitorios;-373599;Aragón;Huesca;Biescas;Biescas;Apartamento;2;1; ;0;0; ;739.16;79.84000000000003;819.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10004503;CASA DOMINGO 2;1000450301;Apartamento de 3 dormitorios;-388127;Islas Canarias;Lanzarote;Tinajo;La Santa;Apartamento;3;1;70;0;0;3.0;620.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10004944;O meo refuxio;1000494401;Apartamento de 2 dormitorios;-372684;Galicia;Lugo;Barreiros;Barreiros;Apartamento;2;2;60;0;0;4.0;516.7501;50.249900000000025;567.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10005262;Apartment Riviera del Sol;1000526201;Apartamento de 2 dormitorios;900055469;Andalucía;Málaga;Marbella;Sitio de Calahonda;Apartamento;2;2;84;0;1;3.0;1145.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10005455;Ático Rosita en Camino de Santiago;1000545501;Apartamento de 2 dormitorios;900050347;Galicia;Orense;Xinzo de Limia;Xinzo de Limia;Apartamento;2;1;80;0;0;3.0;756.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10005582;VILLA ALTO DE LOS BALCONES Torrevieja - Orihuela Costa;1000558201;Villa de 3 dormitorios;900056497;Región de Murcia;Región de Murcia;San Pedro del Pinatar;Orihuela Costa;Villa;3;2;75;1;0; ;2153.14;209.36000000000013;2362.5;2;0;0;2026-08-19;2026-09-19;2026-09-26
10005593;Casa FotoStudi37;1000559301;Casa;900039095;Cataluña;Tarragona;Deltebre;Deltebre;Apartamento;1;2;115;0;0;3.0;1163.88;110.53999999999996;1274.42;2;0;0;2026-08-19;2026-09-19;2026-09-26
10006353;Apartamento tranquilo a 100m de la playa con aire acondicionado - ES-228-142;1000635302;Apartamento;-389393;Cataluña;Gerona;Llançà;Llançà;Apartamento;2;1;57;0;0;4.0;741.98;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10006949;Apartamento El Llano;1000694901;Apartamento de 2 dormitorios;-384004;Principado de Asturias;Principado de Asturias;Gijón;Gijón;Apartamento;2;1;65;0;0;4.0;1424.26;138.49;1562.75;2;0;0;2026-08-19;2026-09-19;2026-09-26
10007098;Jardines Nuevo Vera bajo 2 dormitorios vistas al mar;1000709801;Apartamento de 2 dormitorios;-407002;Andalucía;Almería;Vera;Vera;Apartamento;2;1;70;0;0;3.0;693.0;77.0;770.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10007204;Apartment with pool by Costarentals - Ref 194;1000720402;Apartamento de 3 dormitorios;-383095;Andalucía;Málaga;Fuengirola;Fuengirola;Apartamento;3;2;250;1;0;3.0;1137.1001;94.45989999999983;1231.56;2;0;0;2026-08-19;2026-09-19;2026-09-26
10007276;Casa Rural Alikakaro;1000727601;Casa de 2 dormitorios;-369781;Castilla-La Mancha;Albacete;Alcalá del Júcar;Alcalá del Júcar;Casa o chalet;2;1;68;0;0;4.0;1190.0;0.0;0.0;2;1;1;2026-08-19;2026-09-19;2026-09-26
10007277;Apartamento Luli;1000727701;Apartamento de 2 dormitorios;-375124;Comunidad Valenciana;Alicante;Calp;Calpe;Apartamento;2;1;85;0;0;4.0;980.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10007379;COLORADAS PLAYA 16;1000737901;Villa de 3 dormitorios;-396946;Islas Canarias;Lanzarote;Yaiza;Playa Blanca;Villa;3;2;120;0;0; ;1285.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10007480;Jardines de las Marinas-Terraza privada;1000748001;Apartamento con terraza ;-379820;Comunidad Valenciana;Alicante;Dénia;Denia;Apartamento;1;1;53;0;0;3.0;637.97;62.02999999999997;700.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
1000751;Sunny Apartments Barcelona;100075101;Estudio con sofá cama;-372490;Cataluña;Barcelona;Barcelona;Barcelona;Apartamento;0;1;55;0;0;4.0;1271.3001;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10007694;LA MESA;1000769401;Villa con piscina privada;-382325;Andalucía;Almería;Felix;Felix;Villa;5;2;239;0;0; ;3325.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10007832;Apartamento L'Arenal Gijón;1000783201;Apartamento de 2 dormitorios;-384004;Principado de Asturias;Principado de Asturias;Gijón;Gijón;Apartamento;2;1;56;0;0;3.0;1190.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
1000785;Hostal La Fosca;100078503;Habitación Doble;-395149;Cataluña;Gerona;Palamós;Palamós;Hotel;0;0; ;0;1;2.0;1049.36;0.0;0.0;2;1;1;2026-08-19;2026-09-19;2026-09-26
10007989;Apartamento MP10;1000798901;Apartamento de 3 dormitorios;-401024;Andalucía;Málaga;Manilva;San Luis de Sabinillas;Apartamento;3;2;120;1;0;4.0;1162.13;223.8699999999999;1386.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10008009;Tesoro del Eden;1000800901;Apartamento de 2 dormitorios;-404832;Comunidad Valenciana;Alicante;Torrevieja;Torrevieja;Apartamento;2;1;74;1;0;3.0;804.1301;163.06990000000008;967.2;2;0;0;2026-08-19;2026-09-19;2026-09-26
10008049;Pueblo Bahia 14, Mijas Spacious, modern , Peaceful 2 bedrooms apartment;1000804902;Apartamento;900039453;Andalucía;Málaga;Mijas;La Cala de Mijas;Apartamento;2;1;80;0;0;4.0;1224.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10008084;Erisa IB Carihuela - Torremolinos;1000808401;Apartamento de 1 dormitorio;-404759;Andalucía;Málaga;Torremolinos;Torremolinos;Apartamento;1;1;45;0;0;3.0;901.8;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10008268;EL POBLET DE ATALAYAS;1000826802;Habitación Doble Deluxe;-370210;Comunidad Valenciana;Alicante;Alicante / Alacant;Alicante;Habitación en casa particular;0;0; ;0;0; ;420.0;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10008300;The Nook (El Recoveco);1000830001;Estudio;-375779;Andalucía;Málaga;Canillas de Aceituno;Canillas de Aceituno;Apartamento;0;1;44;0;0;5.0;410.65;44.35000000000002;455.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10008311;Casa Vista del Rey 77;1000831101;Villa;-370199;Andalucía;Málaga;Alhaurín el Grande;Alhaurín el Grande;Villa;6;7;230;0;0;4.0;4481.87;406.6300000000001;4888.5;2;0;0;2026-08-19;2026-09-19;2026-09-26
10008481;Bungalow n°4 al lado del faro de Lariño;1000848101;Apartamento de 2 dormitorios;-376235;Galicia;La Coruña;Carnota;Carnota;Apartamento;2;2;64;0;0;4.0;559.65;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
1000849;Casa Africa;100084905;Habitación Doble Económica;-403890;Andalucía;Cádiz;Tarifa;Tarifa;Hostal o pensión;0;0; ;0;0;3.0;643.0701;140.92989999999998;784.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10008593;Los Flamencos Patrick;1000859301;Apartamento de 2 dormitorios;900039599;Cataluña;Tarragona;Vandellòs i l'Hospitalet de l'Infant;Miami Platja;Apartamento;2;1;97;0;0;4.0;1080.5201;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10008826;Royal;1000882601;Apartamento de 1 dormitorio;-400284;Cataluña;Tarragona;Salou;Salou;Apartamento;1;1;47;0;0;3.0;987.02;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10008979;Bonamar;1000897902;Apartamento Ático;-388528;Islas Canarias;Gran Canaria;Palmas de Gran Canaria, Las;Las Palmas de Gran Canaria;Apartamento;0;1;50;0;0;3.0;490.7;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10009149;Amazing apartment with sea view & big terrace;1000914901;Apartamento de 2 dormitorios;900040518;Andalucía;Málaga;Ojén;Mijas Costa;Apartamento;2;1;70;0;0;4.0;1165.33;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10009163;VH Costa Blanca - APARTAMENTO ABANTOS;1000916301;Apartamento de 2 dormitorios;-375124;Comunidad Valenciana;Alicante;Calp;Calpe;Apartamento;1;1;57;1;0;3.0;818.67;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10009347;Can Pep;1000934702;Apartamento;-375052;Cataluña;Gerona;Palafrugell;Calella de Palafrugell;Apartamento;3;2;80;0;0;3.0;899.5;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10009496;Casa El Cerro;1000949601;Casa de 2 dormitorios;-378956;Andalucía;Málaga;Cortes de la Frontera;Cortes de la Frontera;Casa o chalet;2;1;100;1;0;4.0;910.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10009539;Sol y Sombra;1000953902;Casa de 2 dormitorios;-375316;Comunidad Valenciana;Alicante;Campello, el;El Campello;Casa o chalet;2;1;70;1;0;4.0;1201.24;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10009724;LLOGUER30 Cecilia's House the paradise;1000972401;Villa de 3 dormitorios;900039665;Cataluña;Gerona;Sant Feliu de Guíxols;S'Agaró;Villa;3;1;82;0;0;4.0;3443.2701;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10009790;Flamingo Solo Familias Serviplaya;1000979002;Apartamento de 2 dormitorios;900056399;Comunidad Valenciana;Valencia;Gandia;Playa de Gandía;Apartamento;2;2;74;1;0;4.0;760.25;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10009967;Apartamento Horno del Agua Cordoba;1000996701;Apartamento de 2 dormitorios;-378765;Andalucía;Córdoba;Córdoba;Córdoba;Apartamento;2;1;60;0;0; ;420.29;382.10999999999996;802.4;2;0;0;2026-08-19;2026-09-19;2026-09-26
10010003;Alkalea Hospedería;1001000304;Habitación Doble;-369781;Castilla-La Mancha;Albacete;Alcalá del Júcar;Alcalá del Júcar;Hotel;0;0; ;0;0; ;693.0;0.0;0.0;2;1;1;2026-08-19;2026-09-19;2026-09-26
10010081;cortijo la ramita;1001008101;Apartamento de 3 dormitorios;-374884;Andalucía;Cádiz;Cádiz;Cádiz;Apartamento;3;2;170;0;0; ;1040.0001;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10010198;Apartamento playero con vistas a la montaña;1001019801;Apartamento de 1 dormitorio;-376946;Andalucía;Granada;Lújar;Castell de Ferro;Apartamento;1;1;55;1;0;4.0;440.58;91.42000000000002;532.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10010222;Casa Sheila;1001022202;Habitación Cuádruple con ducha;-375299;Andalucía;Cádiz;Chiclana de la Frontera;Campano;Casa rural;0;0; ;1;0;3.0;1005.53;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10010223;Casa Susana;1001022302;Apartamento con terraza ;-378657;Andalucía;Cádiz;Conil de la Frontera;Conil de la Frontera;Casa rural;2;1;60;1;0;3.0;1049.94;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10010229;Alquilaencanarias Plaza de Alojera 1;1001022901;Apartamento de 1 dormitorio;-370445;Islas Canarias;La Gomera;Vallehermoso;Alojera;Apartamento;1;1;20;0;0;3.0;353.2;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10010297;Ático duplex Do It Mediterranean;1001029701;Apartamento Dúplex;-408774;Comunidad Valenciana;Castellón;Vinaròs;Vinaròs;Apartamento;3;2;130;0;0;4.0;764.75;40.25;805.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10010485;Fredriks Apartamento Iguazu 3;1001048501;Apartamento de 2 dormitorios;900039399;Islas Canarias;Gran Canaria;San Bartolomé de Tirajana;Playa del Inglés;Apartamento;2;1;62;1;0;4.0;669.75;56.110000000000014;725.86;2;0;0;2026-08-19;2026-09-19;2026-09-26
10010549;Villa de Lujo en la Costa Brava;1001054901;Villa;-376963;Cataluña;Gerona;Castelló d'Empúries;Castelló d'Empúries;Villa;4;4;250;0;0;4.0;3827.02;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10010599;Apartamentos la buganvilla Novales;1001059902;Apartamento de 2 dormitorios;-394173;Cantabria;Cantabria;Alfoz de Lloredo;Novales;Apartamento;2;1;85;0;0;3.0;954.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10010735;Casa Joanna, bike included;1001073501;Apartamento de 2 dormitorios;-404832;Comunidad Valenciana;Alicante;Torrevieja;Torrevieja;Apartamento;2;1;55;0;0;3.0;589.0;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10011135;Can Mosqueroles casa en Castellfollit de la Roca;1001113501;Casa de 3 dormitorios;-383956;Cataluña;Gerona;Girona;Girona;Casa o chalet;3;1;83;0;0;4.0;1732.02;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10011265;CASA PATY, Estudio rural. Sant Ferran FORMENTERA;1001126501;Apartamento de 1 dormitorio;900040045;Islas Baleares;Ibiza y Formentera;Formentera;Sant Ferran de Ses Roques;Apartamento;1;1;40;0;0;3.0;910.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10011485;Apartamento Villa María III;1001148501;Apartamento de 1 dormitorio;-370891;Andalucía;Málaga;Antequera;Antequera;Apartamento;1;1;40;0;0;3.0;654.5;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10011490;Piso acogedor entre mar y montaña;1001149001;Apartamento de 2 dormitorios;900058807;Principado de Asturias;Principado de Asturias;Llanes;Posada de Llanes;Apartamento;2;2;80;0;0;4.0;820.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10011502;URANDIA Alojamiento Rural;1001150201;Casa de 3 dormitorios;-371073;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Arbizu;Arbizu;Casa o chalet;3;2;120;0;0;4.0;1360.8;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10011735;BAJO GUÍA DELUXE;1001173501;Apartamento de 3 dormitorios;-401019;Andalucía;Cádiz;Sanlúcar de Barrameda;Sanlúcar de Barrameda;Apartamento;3;2;120;0;0;4.0;1083.0001;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10013250;Son Bepa;1001325001;Casa de 3 dormitorios;900040740;Islas Baleares;Menorca;Ciutadella de Menorca;Cala en Blanes;Casa o chalet;3;2;10;0;0;4.0;1670.65;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10013721;Casa Victor, ET6390;1001372101;Casa de 3 dormitorios ;-400772;Islas Baleares;Ibiza y Formentera;Formentera;Sant Francesc Xavier;Casa o chalet;3;2;150;0;0;4.0;2460.8;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10014041;Apartamentos Turísticos Los LLanos;1001404106;Apartamento;-379562;Andalucía;Almería;Cuevas del Almanzora;Cuevas del Almanzora;Apartamento;2;1;50;1;0;3.0;556.46;52.539999999999964;609.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10014222;La Fontanilla en Estación de El Espinar;1001422202;Casa;-402548;Castilla y León;Segovia;Segovia;Segovia;Casa o chalet;3;2;140;0;0;4.0;1836.69;190.80999999999995;2027.5;2;0;0;2026-08-19;2026-09-19;2026-09-26
10014271;El balcón de la Penela;1001427101;Casa con 1 dormitorio;-373051;Galicia;Lugo;Saviñao, O;Belesar;Casa o chalet;1;1;40;0;0;3.0;1034.6001;158.19989999999984;1192.8;2;0;1;2026-08-19;2026-09-19;2026-09-26
1001443;Oropesa Ciudad de Vacaciones 3000;100144302;Apartamento estándar con 2 dormitorios (6 adultos);-394739;Comunidad Valenciana;Castellón;Oropesa del Mar / Orpesa;Oropesa del Mar;Apartamento;2;1;55;1;0;3.0;548.38;0.0;0.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10014554;Casa Don Marco;1001455401;Apartamento de 2 dormitorios;-369408;Región de Murcia;Región de Murcia;Águilas;Águilas;Apartamento;2;2;100;0;1;4.0;850.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10014773;Casa Puerto Rico;1001477302;Apartamento Superior de 1 dormitorio con balcón;-392272;Islas Canarias;Gran Canaria;Mogán;Mogán;Apartamento;1;1;52;1;0;3.0;640.5;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10014984;Casas Holiday - Playa la Mata Laredo;1001498401;Apartamento de 1 dormitorio;-404722;Comunidad Valenciana;Alicante;Torrevieja;La Mata;Apartamento;1;1;58;0;0;3.0;650.65;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10015086;Casa María con jardín, aparcamiento y vistas al mar;1001508601;Casa de 3 dormitorios;900040541;Galicia;La Coruña;Fisterra;Finisterre;Casa o chalet;3;1;12;0;0;3.0;840.0;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10015181;Costa Daurada Apartaments - LA SIRENA;1001518101;Apartamento de 1 dormitorio;-400284;Cataluña;Tarragona;Salou;Salou;Apartamento;1;1;50;0;0; ;591.02;0.0;0.0;2;0;1;2026-08-19;2026-09-19;2026-09-26
10015306;The eighth wonder! Views and location;1001530601;Apartamento con vistas al mar;-373144;Andalucía;Málaga;Benalmádena;Benalmádena;Apartamento;1;1;64;1;1;3.0;1650.67;351.8799999999999;2002.55;2;0;1;2026-08-19;2026-09-19;2026-09-26
10015561;Dúplex La Marea;1001556102;Apartamento Dúplex;-397848;Islas Canarias;Tenerife;Güímar;Puertito de Güímar;Apartamento;3;1;100;0;1;4.0;1030.69;544.31;1575.0;2;0;0;2026-08-19;2026-09-19;2026-09-26
10015576;Placeres de Mijas;1001557601;Villa;900040518;Andalucía;Málaga;Ojén;Mijas Costa;Villa;4;3;250;0;0;4.0;5487.1;533.5299999999997;6020.63;2;0;0;2026-08-19;2026-09-19;2026-09-26
