10000125;Apartamentos Villa Zoila Nigrán;1000012504;Apartamento de 1 dormitorio;-394030;Galicia;Pontevedra;Nigrán;Nigrán;Apartamento;1;1;55;0;1; ;1835.91;143.99;1979.9;2; ;0;2026-07-29;2026-08-29;2026-09-05
1000112;La Vista de Medina By La Vista Medina Stays;100011202;Estudio;-391732;Andalucía;Cádiz;Medina-Sidonia;Medina Sidonia;Apartamento;1;1;25;1;0;2;730.0;0.0;0.0;2; ;1;2026-07-29;2026-08-29;2026-09-05
1000115;Hostal Catalina de Austria;100011502;Habitación Doble - 2 camas;-404562;Castilla y León;Palencia;Torquemada;Torquemada;Hostal o pensión;0;0; ;0;0;2;513.0;0.0;0.0;2; ;1;2026-07-29;2026-08-29;2026-09-05
10001171;B-Rent Tamarindo amazing sea view;1000117101;Apartamento de 1 dormitorio;-378878;Islas Canarias;Fuerteventura;Oliva, La;Corralejo;Apartamento;1;1;50;0;0; ;618.88;136.32;755.2;2; ;1;2026-07-29;2026-08-29;2026-09-05
10001487;Luxury Villa Alma Pool, Garden & Parking;1000148703;Villa Estándar;-391076;Andalucía;Málaga;Marbella;Marbella;Villa;4;4;500;0;0; ;8273.021;0.0;0.0;2; ;0;2026-07-29;2026-08-29;2026-09-05
10001512;Marbella Golf 103 By Pride Holiday Rentals;1000151201;Bungalow de 2 dormitorios;-400492;Islas Canarias;Gran Canaria;San Bartolomé de Tirajana;San Bartolomé;Casa o chalet;2;1;70;1;0; ;864.0;0.0;0.0;2; ;1;2026-07-29;2026-08-29;2026-09-05
10001549;Amaya;1000154902;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;1;2;160;0;0; ;3183.02;0.0;0.0;2; ;0;2026-07-29;2026-08-29;2026-09-05
10001724;Del Mar;1000172401;Apartamento de 2 dormitorios;-404832;Comunidad Valenciana;Alicante;Torrevieja;Torrevieja;Apartamento;2;2;84;0;1; ;774.0;0.0;0.0;2; ;1;2026-07-29;2026-08-29;2026-09-05
10001758;León;1000175802;Apartamento;-372154;Cataluña;Gerona;Begur;Begur;Apartamento;1;1;70;0;0; ;1541.02;0.0;0.0;2; ;1;2026-07-29;2026-08-29;2026-09-05
10001827;Costacabana - Villa Sofia;1000182702;Villa con vistas al mar;-389487;Cataluña;Gerona;Lloret de Mar;Lloret de Mar;Villa;4;3;190;1;0; ;3570.56;0.0;0.0;2; ;0;2026-07-29;2026-08-29;2026-09-05
