10000125;Apartamentos Villa Zoila Nigrán;1000012502;Apartamento de 1 dormitorio;-394030;Galicia;Pontevedra;Nigrán;Nigrán;Apartamento;1;1;55;0;1; ;1235.0;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10000734;Hostal Carlos III;1000073405;Habitación Deluxe - 1 cama grande;-398093;Andalucía;Córdoba;Victoria, La;Aldea Quintana;Hostal o pensión;0;0; ;0;0; ;420.0;0.0;0.0;2; ;1;2026-05-06;2026-06-06;2026-06-13
1000112;La Vista de Medina By La Vista Medina Stays;100011202;Estudio;-391732;Andalucía;Cádiz;Medina-Sidonia;Medina Sidonia;Apartamento;1;1;25;1;0;2;700.0;0.0;0.0;2; ;1;2026-05-06;2026-06-06;2026-06-13
10001346;Villa Océano with private heated pool, aircon and Seaview;1000134601;Villa de 3 dormitorios;900051392;Islas Canarias;Fuerteventura;Oliva, La;Parque Holandes;Villa;3;3;225;1;0; ;1560.5;506.9;2067.4;2; ;0;2026-05-06;2026-06-06;2026-06-13
1000144;Casa Candela;100014401;Villa de 2 dormitorios;-397298;Principado de Asturias;Principado de Asturias;Llanes;Posada;Casa o chalet;2;2;300;0;0; ;2450.0;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10001503;Apartment Gandia Playa Venecia;1000150301;Apartamento de 3 dormitorios;-383645;Comunidad Valenciana;Valencia;Gandia;Gandía;Apartamento;3;2;102;0;0; ;1000.0;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10001549;Amaya;1000154902;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;1;2;160;0;0; ;2903.02;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10001615;Can Pau;1000161502;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;140;0;0; ;2420.02;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10001622;Amplio apartamento en el centro de Portonovo;1000162201;Apartamento;-400780;Galicia;Pontevedra;Sanxenxo;Sanxenxo;Apartamento;4;2;140;0;0; ;831.25;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10001634;Càntir;1000163402;Apartamento;-395148;Cataluña;Gerona;Palafrugell;Palafrugell;Apartamento;3;2;100;0;0; ;2722.02;0.0;0.0;2; ;1;2026-05-06;2026-06-06;2026-06-13
10001710;Energías Serenas;1000171002;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;5;4;313;0;0; ;5389.02;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10001713;Apartamento San Gerardo By Solymar Properties;1000171301;Apartamento de 2 dormitorios;-404672;Andalucía;Málaga;Vélez-Málaga;Torre del Mar;Apartamento;2;1;80;1;1; ;962.0;0.0;0.0;2; ;1;2026-05-06;2026-06-06;2026-06-13
10001717;Es pins;1000171702;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;150;0;0; ;2977.02;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10001724;Del Mar;1000172401;Apartamento de 2 dormitorios;-404832;Comunidad Valenciana;Alicante;Torrevieja;Torrevieja;Apartamento;2;2;84;0;1; ;888.0001;0.0;0.0;2; ;1;2026-05-06;2026-06-06;2026-06-13
10001727;Gaia;1000172702;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;2;2;210;0;0; ;3170.02;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10001758;León;1000175802;Apartamento;-372154;Cataluña;Gerona;Begur;Begur;Apartamento;1;1;70;0;0; ;1890.02;0.0;0.0;2; ;1;2026-05-06;2026-06-06;2026-06-13
10001827;Costacabana - Villa Sofia;1000182702;Villa con vistas al mar;-389487;Cataluña;Gerona;Lloret de Mar;Lloret de Mar;Villa;4;3;190;1;0; ;3159.52;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10001863;Edificio Galerias;1000186301;Apartamento de 1 dormitorio;-389708;Región de Murcia;Región de Murcia;Lorca;Lorca;Apartamento;1;1;50;0;0; ;677.96;0.0;0.0;2; ;0;2026-05-06;2026-06-06;2026-06-13
10001872;Apartamento La Quinta;1000187201;Apartamento con vistas a la piscina;-374947;Andalucía;Málaga;Rincón de la Victoria;La Cala del Moral;Apartamento;1;1;40;0;0; ;668.5;71.5;740.0;2; ;1;2026-05-06;2026-06-06;2026-06-13
