10000734;Hostal Carlos III;1000073402;Habitación Doble - 2 camas;-398093;Andalucía;Córdoba;Victoria, La;Aldea Quintana;Hostal o pensión;0;0; ;0;0; ;420.0;0.0;0.0;2; ;1;2026-05-27;2026-06-27;2026-07-04
10001060;Apartamento Ría Villaviciosa;1000106001;Apartamento de 2 dormitorios;-408639;Principado de Asturias;Principado de Asturias;Villaviciosa;Villaviciosa;Apartamento;2;2;70;0;0; ;1214.0;0.0;0.0;2; ;1;2026-05-27;2026-06-27;2026-07-04
1000112;La Vista de Medina By La Vista Medina Stays;100011202;Estudio;-391732;Andalucía;Cádiz;Medina-Sidonia;Medina Sidonia;Apartamento;1;1;25;1;0;2;710.0001;0.0;0.0;2; ;1;2026-05-27;2026-06-27;2026-07-04
10001171;B-Rent Tamarindo amazing sea view;1000117101;Apartamento de 1 dormitorio;-378878;Islas Canarias;Fuerteventura;Oliva, La;Corralejo;Apartamento;1;1;50;0;0; ;668.75;0.0;0.0;2; ;1;2026-05-27;2026-06-27;2026-07-04
1000140;El Jornu;100014001;Casa de 4 dormitorios;-379754;Principado de Asturias;Principado de Asturias;Cangas de Onís;Dego;Casa o chalet;4;4;120;0;0; ;1260.0001;0.0;0.0;2; ;1;2026-05-27;2026-06-27;2026-07-04
1000144;Casa Candela;100014401;Villa de 2 dormitorios;-397298;Principado de Asturias;Principado de Asturias;Llanes;Posada;Casa o chalet;2;2;300;0;0; ;2450.0;0.0;0.0;2; ;0;2026-05-27;2026-06-27;2026-07-04
10001512;Marbella Golf 103 By Pride Holiday Rentals;1000151201;Bungalow de 2 dormitorios;-400492;Islas Canarias;Gran Canaria;San Bartolomé de Tirajana;San Bartolomé;Casa o chalet;2;1;70;1;0; ;853.0;0.0;0.0;2; ;1;2026-05-27;2026-06-27;2026-07-04
10001694;Catalonia;1000169402;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;120;0;0; ;3254.02;0.0;0.0;2; ;0;2026-05-27;2026-06-27;2026-07-04
10001710;Energías Serenas;1000171002;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;5;4;313;0;0; ;7055.02;0.0;0.0;2; ;0;2026-05-27;2026-06-27;2026-07-04
10001717;Es pins;1000171702;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;150;0;0; ;3425.02;0.0;0.0;2; ;0;2026-05-27;2026-06-27;2026-07-04
10001724;Del Mar;1000172401;Apartamento de 2 dormitorios;-404832;Comunidad Valenciana;Alicante;Torrevieja;Torrevieja;Apartamento;2;2;84;0;1; ;897.5;0.0;0.0;2; ;1;2026-05-27;2026-06-27;2026-07-04
10001758;León;1000175802;Apartamento;-372154;Cataluña;Gerona;Begur;Begur;Apartamento;1;1;70;0;0; ;1484.02;0.0;0.0;2; ;1;2026-05-27;2026-06-27;2026-07-04
10001827;Costacabana - Villa Sofia;1000182702;Villa con vistas al mar;-389487;Cataluña;Gerona;Lloret de Mar;Lloret de Mar;Villa;4;3;190;1;0; ;4404.91;0.0;0.0;2; ;0;2026-05-27;2026-06-27;2026-07-04
10001912;Pinetells;1000191202;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;4;3;160;0;0; ;4438.02;0.0;0.0;2; ;0;2026-05-27;2026-06-27;2026-07-04
10001984;Rosa;1000198402;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;5;4;410;0;0; ;5238.02;0.0;0.0;2; ;0;2026-05-27;2026-06-27;2026-07-04
10001998;Roseto;1000199802;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;1;2;170;0;0; ;3064.02;0.0;0.0;2; ;0;2026-05-27;2026-06-27;2026-07-04
10002014;Casablanca - Miami style for 8 guests;1000201401;Villa;900051892;Comunidad Valenciana;Alicante;Jávea / Xàbia;Balcón del Mar;Villa;4;3;296;0;0; ;3639.8;0.0;0.0;2; ;1;2026-05-27;2026-06-27;2026-07-04
