id;nombre;idHabitacion;nombreHabitacion;idLocalizacion;nombreCCAA;nombreProvincia;nombreMunicipio;nombreLocalizacion;tipo;numHabitaciones;numBanos;metros;piscina_flag;playa_flag;estrellas;precio;oferta;precioSinOferta;capacidad;desayuno;cancelacion;fechaActual;fechaEntrada;fechaSalida
10000125;Apartamentos Villa Zoila Nigrán;1000012502;Apartamento de 1 dormitorio;-394030;Galicia;Pontevedra;Nigrán;Nigrán;Apartamento;1;1;55;0;1;4.0;1282.36;254.24;1536.6;2;0;0;2026-09-13;2026-12-19;2026-12-26
10000734;Hostal Carlos III;1000073402;Habitación Doble - 2 camas;-398093;Andalucía;Córdoba;Victoria, La;Aldea Quintana;Hostal o pensión;0;0; ;0;0;3.0;420.0;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001060;Apartamento Ría Villaviciosa;1000106001;Apartamento de 2 dormitorios;-408639;Principado de Asturias;Principado de Asturias;Villaviciosa;Villaviciosa;Apartamento;2;2;70;0;0;3.0;871.08;68.31999999999994;939.4;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001064;Habitación en apartamento con zonas comunes compartida H2;1000106401;Habitación Doble - 2 camas;-373608;País Vasco;Vizcaya;Bilbao;Bilbao;Habitación en casa particular;0;0; ;0;0; ;455.0;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
1000112;La Vista de Medina By La Vista Medina Stays;100011202;Estudio;-391732;Andalucía;Cádiz;Medina-Sidonia;Medina Sidonia;Apartamento;1;1;25;1;0;2.0;700.0;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001294;Stunning APT 4PAX Free Parking 3 min Anoeta;1000129401;Apartamento de 1 dormitorio;-401497;País Vasco;Guipúzcoa;Donostia / San Sebastián;San Sebastián;Apartamento;1;1;60;0;0;3.0;1660.58;0.0;0.0;2;0;0;2026-09-13;2026-12-19;2026-12-26
1000144;Casa Candela;100014401;Villa de 2 dormitorios;-397298;Principado de Asturias;Principado de Asturias;Llanes;Posada;Casa o chalet;2;2;300;0;0;3.0;2271.82;178.17999999999984;2450.0;2;0;0;2026-09-13;2026-12-19;2026-12-26
10001549;Amaya;1000154902;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;1;2;160;0;0;4.0;2455.02;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001677;CASA FILA;1000167701;Casa de 2 dormitorios;-406554;Islas Canarias;El Hierro;Valverde;Valverde;Casa o chalet;2;1;85;0;0;4.0;650.0001;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001710;Energías Serenas;1000171002;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;5;4;313;0;0;4.0;6670.02;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001713;Apartamento San Gerardo By Solymar Properties;1000171301;Apartamento de 2 dormitorios;-404672;Andalucía;Málaga;Vélez-Málaga;Torre del Mar;Apartamento;2;1;80;1;1;4.0;985.8;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001717;Es pins;1000171702;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;150;0;0;4.0;2291.02;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001727;Gaia;1000172702;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;2;2;210;0;0;4.0;3009.02;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001758;León;1000175802;Apartamento;-372154;Cataluña;Gerona;Begur;Begur;Apartamento;1;1;70;0;0;4.0;1120.02;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001828;AVG Premio Real 13;1000182801;Apartamento de 2 dormitorios;-384004;Principado de Asturias;Principado de Asturias;Gijón;Gijón;Apartamento;2;1;55;0;0;3.0;759.5;32.25;791.75;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001872;Apartamento La Quinta;1000187201;Apartamento con vistas a la piscina ;-374947;Andalucía;Málaga;Rincón de la Victoria;La Cala del Moral;Apartamento;1;1;40;1;0;4.0;685.74;137.26;823.0;2;0;0;2026-09-13;2026-12-19;2026-12-26
10001930;Pollo;1000193002;Casa;-372154;Cataluña;Gerona;Begur;Begur;Casa o chalet;3;2;110;0;0;4.0;2098.02;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10001944;Preciosa villa con piscina climatizada las Colinas;1000194401;Villa con piscina privada;900056497;Región de Murcia;Región de Murcia;San Pedro del Pinatar;Orihuela Costa;Villa;3;2; ;1;1; ;2844.4;0.0;0.0;2;0;1;2026-09-13;2026-12-19;2026-12-26
10002014;Casablanca - Miami style for 8 guests;1000201401;Villa;900051892;Comunidad Valenciana;Alicante;Jávea / Xàbia;Balcón del Mar;Villa;4;3;296;0;0;4.0;4527.17;339.3800000000001;4866.55;2;0;1;2026-09-13;2026-12-19;2026-12-26
