index;x;y;inc;mixed;status;alojamientos;attempts;elapsed_seconds;error
0;-18.04263932;27.61024358;0.1;False;ok;74;1;1.648;
1;-18.14263932;27.71024358;0.1;False;ok;15;1;1.486;
2;-18.04263932;27.71024358;0.05;False;ok;75;1;1.603;
3;-17.99263932;27.71024358;0.05;False;ok;48;1;1.595;
4;-18.04263932;27.76024358;0.05;False;ok;33;1;1.566;
5;-17.99263932;27.76024358;0.05;False;ok;34;1;1.547;
6;-17.94263932;27.71024358;0.1;False;ok;38;1;1.497;
7;-15.69263932;27.71024358;0.05;False;ok;66;1;1.614;
8;-15.71763932;27.76024358;0.025;False;ok;74;1;1.654;
9;-15.74263932;27.78524358;0.0125;False;ok;1;1;1.408;
10;-15.73013932;27.78524358;0.0125;False;ok;34;1;1.549;
11;-15.74263932;27.79774358;0.0125;False;ok;73;1;1.585;
12;-15.73013932;27.79774358;0.0125;False;ok;41;1;1.482;
13;-15.71763932;27.78524358;0.00625;False;ok;75;1;1.678;
14;-15.71138932;27.78524358;0.00625;False;ok;75;1;1.603;
15;-15.71763932;27.79149358;0.00625;False;ok;43;1;1.505;
16;-15.71138932;27.79149358;0.00625;False;ok;73;1;1.615;
17;-15.70513932;27.78524358;0.0125;False;ok;55;1;1.564;
18;-15.71763932;27.79774358;0.0125;False;ok;47;1;1.482;
19;-15.70513932;27.79774358;0.0125;False;ok;3;1;1.471;
20;-15.69263932;27.76024358;0.025;False;ok;75;1;0.835;
21;-15.66763932;27.76024358;0.025;False;ok;73;1;1.302;
22;-15.66763932;27.78524358;0.025;False;ok;67;1;1.306;
23;-15.64263932;27.73524358;0.025;False;ok;56;1;1.248;
24;-15.61763932;27.73524358;0.0125;False;ok;56;1;1.257;
25;-15.60513932;27.73524358;0.0125;False;ok;42;1;1.352;
26;-15.61763932;27.74774358;0.0125;False;ok;52;1;1.370;
27;-15.60513932;27.74774358;0.00625;False;ok;43;1;1.424;
28;-15.59888932;27.74774358;0.00625;False;ok;40;1;1.508;
29;-15.60513932;27.75399358;0.00625;False;ok;74;1;1.682;
30;-15.59888932;27.75399358;0.00625;False;ok;60;1;1.576;
31;-15.58013932;27.73524358;0.0125;False;ok;6;1;1.318;
32;-15.59263932;27.74774358;0.00625;False;ok;23;1;1.404;
33;-15.58638932;27.74774358;0.00625;False;ok;23;1;1.336;
34;-15.59263932;27.75399358;0.00625;False;ok;73;1;1.673;
35;-15.58638932;27.75399358;0.00625;False;ok;46;1;1.422;
36;-15.58013932;27.74774358;0.00625;False;ok;75;1;1.723;
37;-15.57388932;27.74774358;0.00625;False;ok;46;1;1.563;
38;-15.58013932;27.75399358;0.003125;False;ok;74;1;1.450;
39;-15.57701432;27.75399358;0.003125;False;ok;14;1;1.237;
40;-15.58013932;27.75711858;0.003125;False;ok;49;1;0.947;
41;-15.57701432;27.75711858;0.003125;False;ok;42;1;1.974;
42;-15.57388932;27.75399358;0.003125;False;ok;24;1;2.704;
43;-15.57076432;27.75399358;0.003125;False;ok;19;1;3.385;
44;-15.57388932;27.75711858;0.003125;False;ok;75;1;3.716;
45;-15.57076432;27.75711858;0.003125;False;ok;75;1;4.519;
