index;x;y;inc;mixed;status;alojamientos;attempts;elapsed_seconds;error
0;-18.04263932;27.61024358;0.1;False;ok;74;1;3.203;
1;-18.14263932;27.71024358;0.1;False;ok;15;1;2.495;
2;-18.04263932;27.71024358;0.05;False;ok;75;1;3.189;
3;-17.99263932;27.71024358;0.05;False;ok;48;1;2.266;
4;-18.04263932;27.76024358;0.05;False;ok;33;1;2.571;
5;-17.99263932;27.76024358;0.05;False;ok;35;1;2.283;
6;-17.94263932;27.71024358;0.1;False;ok;39;1;2.184;
7;-15.69263932;27.71024358;0.05;False;ok;65;1;2.774;
8;-15.71763932;27.76024358;0.025;False;ok;71;1;2.956;
9;-15.74263932;27.78524358;0.0125;False;ok;1;1;2.000;
10;-15.73013932;27.78524358;0.0125;False;ok;34;1;2.853;
11;-15.74263932;27.79774358;0.0125;False;ok;72;1;3.033;
12;-15.73013932;27.79774358;0.0125;False;ok;40;1;2.708;
13;-15.71763932;27.78524358;0.00625;False;ok;75;1;3.390;
14;-15.71138932;27.78524358;0.00625;False;ok;75;1;2.967;
15;-15.71763932;27.79149358;0.00625;False;ok;43;1;2.804;
16;-15.71138932;27.79149358;0.00625;False;ok;73;1;3.291;
17;-15.70513932;27.78524358;0.0125;False;ok;55;1;2.879;
18;-15.71763932;27.79774358;0.0125;False;ok;47;1;2.661;
19;-15.70513932;27.79774358;0.0125;False;ok;3;1;2.638;
20;-15.69263932;27.76024358;0.025;False;ok;74;1;1.664;
21;-15.66763932;27.76024358;0.025;False;ok;73;1;2.016;
22;-15.66763932;27.78524358;0.025;False;ok;66;1;1.931;
23;-15.64263932;27.73524358;0.025;False;ok;57;1;2.031;
24;-15.61763932;27.73524358;0.0125;False;ok;56;1;1.881;
25;-15.60513932;27.73524358;0.0125;False;ok;42;1;2.614;
26;-15.61763932;27.74774358;0.0125;False;ok;51;1;2.325;
27;-15.60513932;27.74774358;0.00625;False;ok;43;1;2.454;
28;-15.59888932;27.74774358;0.00625;False;ok;39;1;2.476;
29;-15.60513932;27.75399358;0.00625;False;ok;74;1;2.995;
30;-15.59888932;27.75399358;0.00625;False;ok;59;1;2.576;
31;-15.58013932;27.73524358;0.0125;False;ok;6;1;2.203;
32;-15.59263932;27.74774358;0.00625;False;ok;23;1;2.495;
33;-15.58638932;27.74774358;0.00625;False;ok;23;1;2.410;
34;-15.59263932;27.75399358;0.00625;False;ok;73;1;3.028;
35;-15.58638932;27.75399358;0.00625;False;ok;46;1;2.583;
36;-15.58013932;27.74774358;0.00625;False;ok;75;1;2.820;
37;-15.57388932;27.74774358;0.00625;False;ok;46;1;2.551;
38;-15.58013932;27.75399358;0.003125;False;ok;72;1;2.714;
39;-15.57701432;27.75399358;0.003125;False;ok;14;1;2.049;
40;-15.58013932;27.75711858;0.003125;False;ok;47;1;2.079;
41;-15.57701432;27.75711858;0.003125;False;ok;42;1;2.352;
42;-15.57388932;27.75399358;0.003125;False;ok;25;1;2.009;
43;-15.57076432;27.75399358;0.003125;False;ok;18;1;2.144;
44;-15.57388932;27.75711858;0.003125;False;ok;75;1;2.550;
45;-15.57076432;27.75711858;0.003125;False;ok;75;1;2.237;
46;-15.56763932;27.73524358;0.025;False;ok;25;1;2.184;
47;-15.64263932;27.76024358;0.05;False;ok;74;1;3.738;
48;-15.59263932;27.76024358;0.0125;False;ok;74;1;3.778;
49;-15.58013932;27.76024358;0.00625;False;ok;75;1;3.679;
50;-15.57388932;27.76024358;0.00625;False;ok;52;1;3.446;
51;-15.58013932;27.76649358;0.00625;False;ok;12;1;2.906;
52;-15.57388932;27.76649358;0.00625;False;ok;6;1;2.832;
53;-15.59263932;27.77274358;0.0125;False;ok;0;1;3.544;
54;-15.56763932;27.76024358;0.00625;False;ok;75;1;3.255;
55;-15.56138932;27.76024358;0.00625;False;ok;18;1;2.631;
56;-15.56138932;27.76649358;0.00625;False;ok;3;1;2.485;
57;-15.55513932;27.76024358;0.00625;False;ok;16;1;2.514;
58;-15.55513932;27.76649358;0.00625;False;ok;72;1;2.854;
59;-15.54888932;27.76649358;0.00625;False;ok;73;1;2.841;
60;-15.55513932;27.77274358;0.0125;False;ok;9;1;2.362;
61;-15.54263932;27.76024358;0.0125;False;ok;75;1;2.602;
62;-15.54263932;27.77274358;0.0125;False;ok;25;1;2.423;
63;-15.53013932;27.77274358;0.0125;False;ok;73;1;2.507;
64;-15.51763932;27.76024358;0.025;False;ok;7;1;2.141;
65;-15.49263932;27.76024358;0.05;False;ok;21;1;1.977;
66;-18.04263932;27.81024358;0.1;False;ok;32;1;2.156;
67;-17.94263932;27.81024358;0.1;False;ok;71;1;1.690;
68;-15.76763932;27.81024358;0.00625;False;ok;1;1;1.317;
69;-15.76763932;27.81649358;0.003125;False;ok;70;1;1.569;
70;-15.76451432;27.81649358;0.003125;False;ok;75;1;1.615;
71;-15.76451432;27.81961858;0.003125;False;ok;28;1;1.364;
72;-15.76138932;27.81649358;0.00625;False;ok;14;1;1.391;
73;-15.75513932;27.81024358;0.0125;False;ok;40;1;1.723;
74;-15.76763932;27.82274358;0.0125;False;ok;24;1;1.598;
75;-15.76763932;27.83524358;0.025;False;ok;16;1;1.712;
76;-15.84263932;27.86024358;0.05;False;ok;11;1;1.732;
77;-15.74263932;27.81024358;0.1;False;ok;45;1;1.795;
78;-15.64263932;27.81024358;0.1;False;ok;54;1;1.813;
79;-15.54263932;27.81024358;0.1;False;ok;74;1;1.918;
80;-15.44263932;27.81024358;0.05;False;ok;75;1;1.980;
81;-15.39263932;27.81024358;0.05;False;ok;40;1;1.677;
82;-15.44263932;27.86024358;0.05;False;ok;50;1;1.686;
