index;x;y;inc;mixed;status;alojamientos;attempts;elapsed_seconds;error
0;-18.04263932;27.61024358;0.1;False;ok;73;1;1.685;
1;-18.14263932;27.71024358;0.1;False;ok;14;1;1.488;
2;-18.04263932;27.71024358;0.05;False;ok;75;1;1.589;
3;-17.99263932;27.71024358;0.05;False;ok;48;1;1.606;
4;-18.04263932;27.76024358;0.05;False;ok;33;1;1.575;
5;-17.99263932;27.76024358;0.05;False;ok;35;1;1.622;
6;-17.94263932;27.71024358;0.1;False;ok;39;1;1.610;
7;-15.69263932;27.71024358;0.05;False;ok;66;1;1.644;
8;-15.71763932;27.76024358;0.025;False;ok;70;1;1.630;
9;-15.74263932;27.78524358;0.0125;False;ok;1;1;1.390;
10;-15.73013932;27.78524358;0.0125;False;ok;33;1;1.593;
11;-15.74263932;27.79774358;0.0125;False;ok;70;1;1.702;
12;-15.73013932;27.79774358;0.0125;False;ok;39;1;1.634;
13;-15.71763932;27.78524358;0.00625;False;ok;75;1;1.721;
14;-15.71138932;27.78524358;0.00625;False;ok;75;1;1.871;
15;-15.71763932;27.79149358;0.00625;False;ok;44;1;1.681;
16;-15.71138932;27.79149358;0.00625;False;ok;73;1;1.689;
17;-15.70513932;27.78524358;0.0125;False;ok;55;1;1.703;
18;-15.71763932;27.79774358;0.0125;False;ok;48;1;1.571;
19;-15.70513932;27.79774358;0.0125;False;ok;3;1;1.548;
20;-15.69263932;27.76024358;0.025;False;ok;73;1;0.877;
21;-15.66763932;27.76024358;0.025;False;ok;74;1;1.202;
22;-15.66763932;27.78524358;0.025;False;ok;66;1;1.485;
23;-15.64263932;27.73524358;0.025;False;ok;58;1;1.509;
24;-15.61763932;27.73524358;0.0125;False;ok;57;1;1.477;
25;-15.60513932;27.73524358;0.0125;False;ok;42;1;1.566;
26;-15.61763932;27.74774358;0.0125;False;ok;52;1;1.599;
27;-15.60513932;27.74774358;0.00625;False;ok;43;1;1.514;
28;-15.59888932;27.74774358;0.00625;False;ok;39;1;1.602;
29;-15.60513932;27.75399358;0.00625;False;ok;73;1;1.598;
30;-15.59888932;27.75399358;0.00625;False;ok;58;1;1.623;
31;-15.58013932;27.73524358;0.0125;False;ok;5;1;1.472;
32;-15.59263932;27.74774358;0.00625;False;ok;23;1;1.518;
33;-15.58638932;27.74774358;0.00625;False;ok;22;1;1.484;
34;-15.59263932;27.75399358;0.00625;False;ok;73;1;1.688;
35;-15.58638932;27.75399358;0.00625;False;ok;45;1;1.494;
36;-15.58013932;27.74774358;0.00625;False;ok;74;1;1.651;
37;-15.57388932;27.74774358;0.00625;False;ok;46;1;1.548;
38;-15.58013932;27.75399358;0.003125;False;ok;73;1;1.605;
39;-15.57701432;27.75399358;0.003125;False;ok;14;1;1.308;
40;-15.58013932;27.75711858;0.003125;False;ok;47;1;1.118;
41;-15.57701432;27.75711858;0.003125;False;ok;41;1;0.730;
42;-15.57388932;27.75399358;0.003125;False;ok;24;1;0.818;
43;-15.57076432;27.75399358;0.003125;False;ok;19;1;1.190;
44;-15.57388932;27.75711858;0.003125;False;ok;75;1;1.511;
45;-15.57076432;27.75711858;0.003125;False;ok;75;1;1.441;
46;-15.56763932;27.73524358;0.025;False;ok;26;1;1.519;
47;-15.64263932;27.76024358;0.05;False;ok;74;1;1.617;
48;-15.59263932;27.76024358;0.0125;False;ok;73;1;1.786;
49;-15.58013932;27.76024358;0.00625;False;ok;75;1;1.723;
50;-15.57388932;27.76024358;0.00625;False;ok;53;1;1.660;
51;-15.58013932;27.76649358;0.00625;False;ok;12;1;1.546;
52;-15.57388932;27.76649358;0.00625;False;ok;6;1;1.543;
53;-15.59263932;27.77274358;0.0125;False;ok;0;1;2.232;
54;-15.56763932;27.76024358;0.00625;False;ok;75;1;1.915;
55;-15.56138932;27.76024358;0.00625;False;ok;18;1;1.629;
56;-15.56138932;27.76649358;0.00625;False;ok;3;1;1.515;
57;-15.55513932;27.76024358;0.00625;False;ok;16;1;1.455;
58;-15.55513932;27.76649358;0.00625;False;ok;73;1;1.579;
59;-15.54888932;27.76649358;0.00625;False;ok;73;1;1.703;
60;-15.55513932;27.77274358;0.0125;False;ok;9;1;1.415;
61;-15.54263932;27.76024358;0.0125;False;ok;75;1;1.608;
62;-15.54263932;27.77274358;0.0125;False;ok;25;1;1.143;
63;-15.53013932;27.77274358;0.0125;False;ok;73;1;0.822;
64;-15.51763932;27.76024358;0.025;False;ok;7;1;0.663;
65;-15.49263932;27.76024358;0.05;False;ok;20;1;0.671;
66;-18.04263932;27.81024358;0.1;False;ok;33;1;0.846;
67;-17.94263932;27.81024358;0.1;False;ok;71;1;1.254;
68;-15.76763932;27.81024358;0.00625;False;ok;1;1;0.993;
69;-15.76763932;27.81649358;0.003125;False;ok;70;1;1.331;
70;-15.76451432;27.81649358;0.003125;False;ok;75;1;1.456;
71;-15.76451432;27.81961858;0.003125;False;ok;27;1;1.324;
72;-15.76138932;27.81649358;0.00625;False;ok;14;1;1.401;
73;-15.75513932;27.81024358;0.0125;False;ok;40;1;1.490;
74;-15.76763932;27.82274358;0.0125;False;ok;25;1;1.440;
75;-15.76763932;27.83524358;0.025;False;ok;17;1;1.382;
76;-15.84263932;27.86024358;0.05;False;ok;11;1;1.434;
77;-15.74263932;27.81024358;0.1;False;ok;47;1;1.557;
78;-15.64263932;27.81024358;0.1;False;ok;54;1;1.573;
79;-15.54263932;27.81024358;0.1;False;ok;74;1;1.628;
80;-15.44263932;27.81024358;0.05;False;ok;75;1;1.631;
81;-15.39263932;27.81024358;0.05;False;ok;40;1;1.456;
82;-15.44263932;27.86024358;0.05;False;ok;47;1;1.596;
83;-15.39263932;27.86024358;0.05;False;ok;10;1;1.330;
84;-17.74263932;27.91024358;0.1;False;ok;0;1;2.014;
85;-16.66763932;27.99774358;0.0125;False;ok;28;1;1.263;
86;-16.65513932;28.00399358;0.00625;False;ok;23;1;1.257;
87;-16.64888932;28.00399358;0.00625;False;ok;75;1;1.175;
88;-16.64263932;27.91024358;0.1;False;ok;75;1;1.019;
89;-15.84263932;27.91024358;0.1;False;ok;67;1;0.939;
90;-15.74263932;27.91024358;0.1;False;ok;8;1;0.800;
91;-15.64263932;27.91024358;0.05;False;ok;11;1;0.862;
92;-15.59263932;27.91024358;0.05;False;ok;36;1;0.945;
93;-15.64263932;27.96024358;0.05;False;ok;74;1;1.020;
94;-15.59263932;27.96024358;0.05;False;ok;44;1;0.982;
95;-15.54263932;27.91024358;0.1;False;ok;75;1;1.141;
96;-15.44263932;27.91024358;0.05;False;ok;49;1;1.135;
97;-15.39263932;27.91024358;0.05;False;ok;5;1;1.098;
98;-15.44263932;27.96024358;0.05;False;ok;61;1;1.269;
99;-15.39263932;27.96024358;0.05;False;ok;74;1;1.278;
100;-17.44263932;28.01024358;0.1;False;ok;37;1;1.268;
101;-17.34263932;28.01024358;0.05;False;ok;1;1;1.125;
102;-17.34263932;28.06024358;0.025;False;ok;38;1;1.259;
103;-17.34263932;28.08524358;0.0125;False;ok;71;1;1.295;
104;-17.34263932;28.09774358;0.0125;False;ok;9;1;1.206;
105;-17.33013932;28.09774358;0.0125;False;ok;13;1;1.214;
106;-17.31763932;28.08524358;0.025;False;ok;1;1;1.138;
107;-17.29263932;28.06024358;0.05;False;ok;8;1;1.217;
108;-17.24263932;28.01024358;0.1;False;ok;71;1;1.360;
109;-17.14263932;28.01024358;0.1;False;ok;75;1;1.323;
110;-16.84263932;28.01024358;0.1;False;ok;74;1;1.462;
111;-16.70513932;28.01024358;0.0125;False;ok;62;1;1.253;
112;-16.70513932;28.02274358;0.0125;False;ok;74;1;1.300;
113;-16.73638932;28.04774358;0.00625;False;ok;2;1;1.022;
114;-16.74263932;28.05399358;0.00625;False;ok;0;1;1.860;
115;-16.73638932;28.05399358;0.003125;False;ok;9;1;1.162;
116;-16.73326432;28.05399358;0.003125;False;ok;7;1;1.163;
117;-16.73638932;28.05711858;0.003125;False;ok;69;1;1.325;
118;-16.73326432;28.05711858;0.003125;False;ok;49;1;1.305;
119;-16.73013932;28.04774358;0.00625;False;ok;68;1;1.481;
120;-16.72076432;28.04774358;0.003125;False;ok;35;1;1.155;
121;-16.72388932;28.05086858;0.003125;False;ok;73;1;1.307;
122;-16.72076432;28.05086858;0.003125;False;ok;74;1;1.405;
123;-16.73013932;28.05399358;0.003125;False;ok;20;1;1.223;
124;-16.72701432;28.05399358;0.003125;False;ok;74;1;1.398;
125;-16.73013932;28.05711858;0.003125;False;ok;74;1;1.354;
126;-16.72701432;28.05711858;0.003125;False;ok;1;1;1.114;
